,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
1530,688554,32710,45177,52713,49398,85650,265648,93546,45784,38835,49538,227703,40474,39.0,33.0,6.0
1531,118522,6205,8541,8198,8027,14638,45609,14959,7821,6079,8770,37629,7205,38.0,32.0,6.0
1532,222639,10998,13197,13623,14821,29280,81919,34447,15821,13544,17632,81444,10640,37.0,37.0,5.0
1533,53941,3863,8756,4074,3488,5563,25744,6213,2954,2473,3483,15123,2701,48.0,28.0,5.0
1534,3976,222,209,187,185,426,1229,589,300,237,454,1580,366,31.0,40.0,9.0
1535,35488,1861,2060,2057,2374,4207,12559,5028,2531,2039,3358,12956,2437,35.0,37.0,7.0
1536,32655,1852,1861,1900,1734,3835,11182,4822,2317,2088,3030,12257,2741,34.0,38.0,8.0
1537,38131,2115,1917,2020,2166,4743,12961,5113,2774,2181,3509,13577,2991,34.0,36.0,8.0
1538,10078,627,817,550,603,1061,3658,1372,741,544,940,3597,837,36.0,36.0,8.0
1539,54800,3073,3149,3309,3764,6770,20065,8070,4081,2579,3904,18634,2523,37.0,34.0,5.0
1540,12248,637,643,583,672,1341,3876,1686,993,790,1274,4743,1168,32.0,39.0,10.0
1541,15025,708,871,928,1006,1854,5367,2005,1082,902,1453,5442,1444,36.0,36.0,10.0
1542,22753,1289,1391,1250,1505,2883,8318,3226,1441,1408,1953,8028,1140,37.0,35.0,5.0
1543,15319,761,767,816,799,1711,4854,2032,1026,1083,1669,5810,1514,32.0,38.0,10.0
1544,12226,564,704,670,682,1392,4012,1766,925,707,1300,4698,1030,33.0,38.0,8.0
1545,8959,400,425,438,510,975,2748,1343,798,549,1033,3723,732,31.0,42.0,8.0
1546,28703,1524,1910,1697,1722,3364,10217,3902,2081,1750,2465,10198,2297,36.0,36.0,8.0
1547,3669,194,163,152,199,395,1103,513,246,291,377,1427,379,30.0,39.0,10.0
1548,24947,1246,1384,1416,1445,2884,8375,3665,1578,1821,2447,9511,1870,34.0,38.0,7.0
1549,13916,571,827,995,886,1981,5260,2007,893,833,1347,5080,934,38.0,37.0,7.0
1550,15904,724,949,996,1056,2074,5799,2369,913,896,1216,5394,1045,36.0,34.0,7.0
1551,8676,429,406,413,461,916,2625,1211,677,654,1012,3554,758,30.0,41.0,9.0
1552,11618,522,590,590,643,1286,3631,1736,980,778,1240,4734,1069,31.0,41.0,9.0
1553,20097,916,943,926,1009,1949,5743,2721,1586,1556,2774,8637,1905,29.0,43.0,9.0
1554,18030,974,1005,1019,1013,2281,6292,2580,1365,1173,1771,6889,1385,35.0,38.0,8.0
1555,58237,3286,3726,3220,3215,6951,20398,8065,4088,3466,5748,21367,4255,35.0,37.0,7.0
1556,22744,2712,4552,1316,1261,1948,11789,2437,1309,1026,1625,6397,1573,52.0,28.0,7.0
1557,10779,570,563,468,460,1125,3186,1566,815,863,1429,4673,980,30.0,43.0,9.0
1558,13610,829,862,724,754,1709,4878,2058,905,831,1185,4979,1034,36.0,37.0,8.0
1559,9328,385,405,380,407,912,2489,1301,896,816,1417,4430,990,27.0,47.0,11.0
1560,17344,1010,1187,1008,983,2055,6243,2432,1298,924,1468,6122,1262,36.0,35.0,7.0
1561,19135,981,1108,1066,1120,2324,6599,2689,1300,1277,1603,6869,1489,34.0,36.0,8.0
1562,42309,2265,2752,2839,2788,4725,15369,5836,2716,2554,3321,14427,3019,36.0,34.0,7.0
1563,44873,3049,5602,2826,2674,4580,18731,5635,2987,2521,3664,14807,2899,42.0,33.0,6.0
1564,18517,889,1263,1278,1167,2265,6862,2654,1295,1111,1701,6761,1297,37.0,37.0,7.0
1565,96899,4852,5397,6068,6258,13127,35702,13974,6959,5277,7010,33220,4611,37.0,34.0,5.0
1566,31347,2259,2693,1553,1794,3387,11686,4016,1894,1834,2853,10597,2398,37.0,34.0,8.0
1567,53132,5531,8258,5038,4617,5681,29125,5408,2280,1679,2271,11638,1584,55.0,22.0,3.0
1568,4846,132,339,216,236,506,1429,687,389,321,613,2010,504,29.0,41.0,10.0
1569,10208,499,506,478,531,1172,3186,1596,844,766,1235,4441,686,31.0,44.0,7.0
1570,24987,1204,1746,1649,1672,3269,9540,3543,1612,1539,2051,8745,1755,38.0,35.0,7.0
1571,22859,1216,1293,1177,1279,2795,7760,3599,1640,1519,2235,8993,1514,34.0,39.0,7.0
1572,6361,259,252,302,355,716,1884,927,492,472,830,2721,651,30.0,43.0,10.0
1573,13807,684,806,733,759,1666,4648,1914,903,1021,1506,5344,1155,34.0,39.0,8.0
1574,385115,19633,23040,23308,26049,50190,142220,56045,25800,20622,27565,130032,20111,37.0,34.0,5.0
1575,9396,429,448,450,406,946,2679,1311,731,816,1338,4196,1084,29.0,45.0,12.0
1576,17882,916,1066,865,984,2046,5877,2733,1468,1318,1639,7158,1364,33.0,40.0,8.0
1577,66248,2658,4691,4804,4820,8800,25773,9617,3918,4188,5497,23220,4304,39.0,35.0,6.0
1578,999539,53814,62346,63778,62424,118342,360704,143780,73987,63714,84554,366035,76040,36.0,37.0,8.0
1579,23010,1604,1806,1402,1344,2603,8759,3066,1611,1345,2005,8027,1826,38.0,35.0,8.0
1580,4450,284,239,212,207,499,1441,586,305,260,451,1602,401,32.0,36.0,9.0
1581,4883,197,336,261,274,465,1533,626,289,291,461,1667,439,31.0,34.0,9.0
1582,38858,1993,2359,2357,2381,4743,13833,5325,2574,2586,3759,14244,2665,36.0,37.0,7.0
1583,8273,365,488,458,453,821,2585,1215,735,561,972,3483,578,31.0,42.0,7.0
1584,6084,263,324,303,343,679,1912,835,458,431,638,2362,587,31.0,39.0,10.0
1585,29634,1548,1793,1663,1733,3643,10380,4174,1935,2024,3020,11153,2582,35.0,38.0,9.0
1586,31529,1380,1305,1170,1279,3125,8259,4346,2482,3160,5204,15192,3090,26.0,48.0,10.0
1587,6382,292,374,318,407,734,2125,949,423,444,662,2478,531,33.0,39.0,8.0
1588,54308,2868,3797,3292,2967,6010,18934,7073,3433,3753,6116,20375,4133,35.0,38.0,8.0
1589,25714,1348,1432,1388,1422,2776,8366,3598,1849,1777,2735,9959,2137,33.0,39.0,8.0
1590,20665,1223,1173,1072,1265,2304,7037,2857,1484,1313,2013,7667,1604,34.0,37.0,8.0
1591,33554,1691,1630,2278,2004,3797,11400,4891,2394,2008,3190,12483,2138,34.0,37.0,6.0
1592,24968,1244,1411,1494,1559,3251,8959,3774,1841,1622,2248,9485,1433,36.0,38.0,6.0
1593,13369,592,700,639,632,1414,3977,2032,1073,923,1740,5768,1172,30.0,43.0,9.0
1594,37558,1961,1966,1976,2236,4602,12741,5287,2522,1962,3086,12857,2172,34.0,34.0,6.0
1595,2053,89,117,73,108,191,578,293,188,129,241,851,258,28.0,41.0,13.0
1596,18304,901,1008,917,938,1997,5761,2570,1315,1345,1880,7110,1480,31.0,39.0,8.0
1597,314867,15503,26118,32562,28449,40564,143196,41552,21196,18135,19432,100315,16218,45.0,32.0,5.0
1598,9360,748,868,428,466,889,3399,1158,877,605,1007,3647,779,36.0,39.0,8.0
1599,13290,725,906,933,715,1297,4576,1594,787,713,867,3961,558,34.0,30.0,4.0
1600,6646,398,405,384,380,652,2219,869,402,396,534,2201,410,33.0,33.0,6.0
1601,5755,251,230,274,236,646,1637,905,459,471,682,2517,433,28.0,44.0,8.0
1602,10466,469,368,470,496,1119,2922,1544,906,999,1357,4806,873,28.0,46.0,8.0
1603,1320,57,53,55,66,77,308,180,150,90,132,552,160,23.0,42.0,12.0
1604,81816,3850,6334,5922,5522,8777,30405,10678,5868,4947,7451,28944,6155,37.0,35.0,8.0
1605,5812,299,396,300,284,598,1877,747,419,474,567,2207,476,32.0,38.0,8.0
1606,11895,684,743,768,705,1250,4150,1625,836,905,1093,4459,1095,35.0,37.0,9.0
1607,1788,76,92,54,91,178,491,225,172,142,185,724,280,27.0,40.0,16.0
1608,9324,425,637,578,670,1049,3359,1195,752,675,795,3417,790,36.0,37.0,8.0
1609,9131,722,481,366,504,1031,3104,1368,705,896,1028,3997,821,34.0,44.0,9.0
1610,2925,92,155,184,224,342,997,366,212,270,262,1110,241,34.0,38.0,8.0
1611,11327,377,510,623,607,1179,3296,1567,1048,867,1335,4817,1241,29.0,43.0,11.0
1612,96147,4433,5006,5026,5821,10834,31120,13095,8308,6698,9054,37155,6278,32.0,39.0,7.0
1613,100733,5858,11692,7692,7557,12163,44962,11330,6323,4847,6106,28606,4102,45.0,28.0,4.0
1614,1086,44,56,48,89,73,310,133,77,82,164,456,90,29.0,42.0,8.0
1615,13677,756,976,887,801,1507,4927,1732,863,667,865,4127,617,36.0,30.0,5.0
1616,747,23,36,20,27,67,173,132,91,88,70,381,80,23.0,51.0,11.0
1617,3206,166,55,109,129,286,745,437,294,333,538,1602,359,23.0,50.0,11.0
1618,16468,978,1223,1158,1002,1739,6100,2010,1230,923,1219,5382,1022,37.0,33.0,6.0
1619,11625,615,472,431,513,1237,3268,1884,1197,1053,1378,5512,644,28.0,47.0,6.0
1620,1965,70,102,64,84,187,507,362,211,170,275,1018,173,26.0,52.0,9.0
1621,29518,1395,1660,1468,1566,2986,9075,3682,2210,2265,3301,11458,2224,31.0,39.0,8.0
1622,66290,3192,3940,3804,4340,7461,22737,9337,5335,5053,5930,25655,4104,34.0,39.0,6.0
1623,2245,103,133,139,147,209,731,337,166,152,239,894,284,33.0,40.0,13.0
1624,19249,824,765,762,824,1856,5031,2743,1959,1782,2920,9404,1683,26.0,49.0,9.0
1625,1728,50,83,108,85,129,455,258,187,139,191,775,207,26.0,45.0,12.0
1626,7902,301,370,358,377,753,2159,1056,680,886,1179,3801,739,27.0,48.0,9.0
1627,2000,135,57,86,94,198,570,258,223,141,229,851,177,28.0,43.0,9.0
1628,4194,252,237,80,160,397,1126,599,321,478,665,2063,422,27.0,49.0,10.0
1629,114231,6004,12945,9166,8303,13250,49668,13536,7924,6571,8733,36764,5766,43.0,32.0,5.0
1630,4766,263,130,186,221,437,1237,702,428,450,620,2200,378,26.0,46.0,8.0
1631,16001,696,664,718,921,1963,4962,2460,1369,1378,1797,7004,1162,31.0,44.0,7.0
1632,453,24,15,5,22,63,129,76,54,46,60,236,19,28.0,52.0,4.0
1633,4139,221,176,177,238,363,1175,667,419,240,428,1754,438,28.0,42.0,11.0
1634,6081,345,320,341,321,627,1954,836,456,414,622,2328,591,32.0,38.0,10.0
1635,1610,78,77,99,68,151,473,269,153,155,222,799,201,29.0,50.0,12.0
1636,6852,269,437,455,425,966,2552,1181,537,544,746,3008,515,37.0,44.0,8.0
1637,1325,64,37,37,45,173,356,123,169,94,211,597,158,27.0,45.0,12.0
1638,41387,1809,1736,1684,2002,4247,11478,5860,3160,3861,5375,18256,3547,28.0,44.0,9.0
1639,11405,619,648,703,724,1381,4075,1550,906,689,854,3999,635,36.0,35.0,6.0
1640,11218,665,909,648,662,1155,4039,1315,640,674,595,3224,589,36.0,29.0,5.0
1641,9292,588,503,530,490,1098,3209,1191,747,607,756,3301,460,35.0,36.0,5.0
1642,11414,509,410,392,479,1012,2802,1502,1182,1126,1802,5612,1038,25.0,49.0,9.0
1643,3568,158,149,194,220,335,1056,495,335,292,393,1515,381,30.0,42.0,11.0
1644,34514,1831,3055,1880,1979,3789,12534,4841,2683,2392,3179,13095,2593,36.0,38.0,8.0
1645,9342,490,342,337,492,1055,2716,1340,890,824,1099,4153,666,29.0,44.0,7.0
1646,3646,192,113,204,134,387,1030,478,283,280,417,1458,384,28.0,40.0,11.0
1647,6040,338,284,264,311,616,1813,825,477,398,701,2401,617,30.0,40.0,10.0
1648,5031,239,375,289,345,616,1864,838,470,364,397,2069,377,37.0,41.0,7.0
1649,790,66,38,43,24,64,235,133,68,89,80,370,86,30.0,47.0,11.0
1650,7561,296,385,356,376,819,2232,985,639,585,809,3018,799,30.0,40.0,11.0
1651,2108,109,81,60,132,232,614,217,216,116,295,844,228,29.0,40.0,11.0
1652,1121,55,61,45,25,74,260,161,37,111,111,420,155,23.0,37.0,14.0
1653,156332,7333,9653,10713,10590,18581,56870,20678,10809,9820,12559,53866,10502,36.0,34.0,7.0
1654,31564,2303,2242,1900,1801,3238,11484,4210,2089,1955,2644,10898,2484,36.0,35.0,8.0
1655,6406,330,288,305,343,598,1864,881,517,514,684,2596,729,29.0,41.0,11.0
1656,421,13,14,21,16,55,119,53,30,35,42,160,42,28.0,38.0,10.0
1657,728,26,39,55,34,56,210,171,77,93,82,423,59,29.0,58.0,8.0
1658,502,40,19,25,35,62,181,85,53,25,44,207,42,36.0,41.0,8.0
1659,5357,291,265,255,268,480,1559,770,388,417,500,2075,648,29.0,39.0,12.0
1660,11200,552,577,515,652,1209,3505,1508,950,902,938,4298,848,31.0,38.0,8.0
1661,2049,87,66,68,98,179,498,256,164,179,281,880,248,24.0,43.0,12.0
1662,3058,134,63,167,148,323,835,430,245,240,358,1273,397,27.0,42.0,13.0
1663,48834,3081,5600,3455,3313,5423,20872,5342,2866,2615,3183,14006,2830,43.0,29.0,6.0
1664,6546,273,292,280,310,635,1790,924,572,446,705,2647,873,27.0,40.0,13.0
1665,8105,423,392,354,434,866,2469,1258,607,566,790,3221,878,30.0,40.0,11.0
1666,25513,1490,1195,1188,1397,3111,8381,3904,2081,1672,2246,9903,1702,33.0,39.0,7.0
1667,8561,493,399,362,412,818,2484,1235,687,563,818,3303,1014,29.0,39.0,12.0
1668,3803,115,186,188,198,443,1130,513,288,298,355,1454,490,30.0,38.0,13.0
1669,5792,159,298,378,349,676,1860,723,449,421,593,2186,633,32.0,38.0,11.0
1670,10012,407,511,713,667,1129,3427,1518,704,639,761,3622,847,34.0,36.0,8.0
1671,6264,324,310,327,364,634,1959,898,527,445,634,2504,559,31.0,40.0,9.0
1672,10616,608,594,627,720,1171,3720,1418,539,629,709,3295,692,35.0,31.0,7.0
1673,9039,447,563,364,470,935,2779,1196,741,484,846,3267,1062,31.0,36.0,12.0
1674,10836,592,488,513,563,1183,3339,1499,765,790,1113,4167,1125,31.0,38.0,10.0
1675,20529,1069,1527,1388,1298,2421,7703,2643,1367,1117,1416,6543,1082,38.0,32.0,5.0
1676,8972,1009,1180,561,490,799,4039,921,606,560,749,2836,836,45.0,32.0,9.0
1677,23925,1483,1434,1507,1450,2888,8762,3029,1633,1257,1795,7714,1733,37.0,32.0,7.0
1678,1901,68,115,74,115,184,556,278,148,120,218,764,247,29.0,40.0,13.0
1679,5765,306,264,272,303,646,1791,757,487,407,577,2228,526,31.0,39.0,9.0
1680,36576,1862,2158,2132,2232,4450,12834,4713,2329,2252,3312,12606,3505,35.0,34.0,10.0
1681,549706,28839,37041,44007,42120,69443,221450,69583,32790,28674,33678,164725,26697,40.0,30.0,5.0
1682,2017,90,105,59,102,227,583,261,188,140,228,817,215,29.0,41.0,11.0
1683,5603,298,280,249,320,528,1675,834,501,373,610,2318,697,30.0,41.0,12.0
1684,3019,132,167,126,128,296,849,453,248,254,374,1329,409,28.0,44.0,14.0
1685,2624,186,197,82,102,266,833,341,201,190,267,999,273,32.0,38.0,10.0
1686,4814,247,199,208,211,513,1378,615,400,389,557,1961,571,29.0,41.0,12.0
1687,21632,970,1115,1042,1187,2407,6721,3219,1735,1446,2085,8485,2329,31.0,39.0,11.0
1688,1913,51,43,96,77,213,480,272,132,180,240,824,244,25.0,43.0,13.0
1689,1958,61,118,81,101,120,481,244,158,166,254,822,278,25.0,42.0,14.0
1690,2019,116,85,85,81,173,540,368,190,99,210,867,185,27.0,43.0,9.0
1691,682,62,49,40,14,62,227,129,59,52,83,323,86,33.0,47.0,13.0
1692,2436,130,87,119,109,233,678,325,189,169,258,941,321,28.0,39.0,13.0
1693,61233,3403,3734,3911,4039,7660,22747,7808,4033,3186,4293,19320,4108,37.0,32.0,7.0
1694,9149,544,440,440,471,992,2887,1347,726,606,810,3489,786,32.0,38.0,9.0
1695,3469,156,154,139,164,347,960,435,344,250,430,1459,409,28.0,42.0,12.0
1696,957,58,51,94,70,64,337,126,100,99,145,470,108,35.0,49.0,11.0
1697,2860,115,129,143,167,266,820,372,265,198,333,1168,343,29.0,41.0,12.0
1698,10293,516,440,445,518,1016,2935,1527,844,751,1013,4135,1127,29.0,40.0,11.0
1699,684,8,25,31,55,38,157,50,63,65,116,294,128,23.0,43.0,19.0
1700,6385,324,269,294,359,745,1991,892,442,442,655,2431,612,31.0,38.0,10.0
1701,7276,371,331,363,367,778,2210,979,561,615,811,2966,844,30.0,41.0,12.0
1702,5200,158,401,314,414,608,1895,858,409,266,434,1967,454,36.0,38.0,9.0
1703,6547,286,308,330,381,792,2097,911,516,397,610,2434,607,32.0,37.0,9.0
1704,8129,323,364,368,398,793,2246,1260,612,649,1106,3627,790,28.0,45.0,10.0
1705,720,24,34,34,28,58,178,109,62,66,87,324,97,25.0,45.0,13.0
1706,3688,181,121,207,160,350,1019,474,247,251,491,1463,434,28.0,40.0,12.0
1707,8496,459,350,312,374,783,2278,1194,647,640,930,3411,1082,27.0,40.0,13.0
1708,306357,18277,33689,21934,21642,35939,131481,35375,17912,16226,19699,89212,15384,43.0,29.0,5.0
1709,35569,1838,1814,2077,2217,4261,12207,4723,2925,2210,3039,12897,2954,34.0,36.0,8.0
1710,919,34,44,41,29,77,225,127,69,44,113,353,72,24.0,38.0,8.0
1711,537,16,19,24,21,43,123,86,60,51,73,270,61,23.0,50.0,11.0
1712,432,16,9,33,15,38,111,91,36,27,24,178,63,26.0,41.0,15.0
1713,35062,2000,2496,2287,2226,3847,12856,4713,2734,1657,2723,11827,2699,37.0,34.0,8.0
1714,7829,363,431,347,413,853,2407,1144,627,510,834,3115,702,31.0,40.0,9.0
1715,4903,209,221,264,261,569,1524,643,416,304,460,1823,439,31.0,37.0,9.0
1716,3569,174,180,172,187,376,1089,532,266,314,326,1438,401,31.0,40.0,11.0
1717,7041,603,607,456,391,620,2677,912,459,550,647,2568,647,38.0,36.0,9.0
1718,4318,138,207,178,233,429,1185,569,387,298,539,1793,607,27.0,42.0,14.0
1719,15875,842,902,816,849,1761,5170,2178,1078,1101,1493,5850,1567,33.0,37.0,10.0
1720,2704,92,145,109,117,260,723,354,271,152,326,1103,384,27.0,41.0,14.0
1721,2904,104,159,158,158,302,881,375,215,232,283,1105,334,30.0,38.0,12.0
1722,9163,430,444,510,536,990,2910,1295,612,591,850,3348,954,32.0,37.0,10.0
1723,7175,403,338,352,409,771,2273,1074,496,467,653,2690,658,32.0,37.0,9.0
1724,32875,1739,2054,1901,1983,3687,11364,4402,2231,2031,2545,11209,2468,35.0,34.0,8.0
1725,5244,263,261,196,243,579,1542,738,422,435,512,2107,551,29.0,40.0,11.0
1726,10870,663,715,535,635,1216,3764,1435,848,665,948,3896,1109,35.0,36.0,10.0
1727,8045,330,368,443,356,846,2343,1166,727,517,884,3294,1014,29.0,41.0,13.0
1728,1381,68,72,69,49,125,383,200,159,108,148,615,195,28.0,45.0,14.0
1729,14325,1090,1438,501,800,1785,5614,1795,932,867,992,4586,1065,39.0,32.0,7.0
1730,175188,8760,10818,12388,13126,23864,68956,23084,9716,7837,9960,50597,6546,39.0,29.0,4.0
1731,20953,1092,984,1010,1168,2329,6583,3273,1556,1326,1881,8036,1628,31.0,38.0,8.0
1732,36509,1715,2203,2181,2261,4136,12496,4626,2345,2569,3187,12727,3187,34.0,35.0,9.0
1733,17045,1321,1379,835,904,1860,6299,2254,1106,1060,1424,5844,1340,37.0,34.0,8.0
1734,5241,234,164,210,313,519,1440,629,446,395,603,2073,675,27.0,40.0,13.0
1735,3048,120,140,111,129,303,803,416,294,213,374,1297,423,26.0,43.0,14.0
1736,1256,57,81,37,93,103,371,134,105,126,144,509,157,30.0,41.0,12.0
1737,6020,313,284,326,359,695,1977,858,516,356,475,2205,433,33.0,37.0,7.0
1738,5133,247,222,194,238,473,1374,719,442,386,618,2165,711,27.0,42.0,14.0
1739,643,51,24,16,35,101,227,82,67,57,78,284,44,35.0,44.0,7.0
1740,7055,442,472,403,393,653,2363,779,376,354,423,1932,415,33.0,27.0,6.0
1741,4252,160,234,186,227,419,1226,534,358,243,524,1659,499,29.0,39.0,12.0
1742,20414,1193,1121,914,1172,2318,6718,3193,1533,1365,1738,7829,1400,33.0,38.0,7.0
1743,9409,1125,1500,462,509,871,4467,1021,667,380,602,2670,681,47.0,28.0,7.0
1744,3597,210,166,142,159,350,1027,543,259,285,409,1496,457,29.0,42.0,13.0
1745,846,57,42,39,15,127,280,131,90,54,95,370,81,33.0,44.0,10.0
1746,13832,800,912,835,785,1470,4802,1831,1013,920,1226,4990,1319,35.0,36.0,10.0
1747,24022,1236,1667,1493,1580,2567,8543,3300,1725,1459,2442,8926,1688,36.0,37.0,7.0
1748,2112436,100500,137185,149937,151529,290753,829904,275424,123140,110361,161923,670848,98600,39.0,32.0,5.0
1749,47632,1952,2198,2208,2241,4834,13433,6779,3844,4420,6696,21739,4400,28.0,46.0,9.0
1750,52377,2916,3590,3861,3511,6690,20568,7272,3421,2724,3054,16471,1579,39.0,31.0,3.0
1751,1102,30,76,87,61,116,370,129,70,81,165,445,134,34.0,40.0,12.0
1752,1728,83,8,94,145,223,553,287,104,145,154,690,89,32.0,40.0,5.0
1753,17088,1093,1004,1061,1090,2213,6461,2380,1075,1264,1022,5741,663,38.0,34.0,4.0
1754,5887,228,384,383,308,596,1899,833,609,266,537,2245,280,32.0,38.0,5.0
1755,5203,399,287,363,301,669,2019,609,242,307,604,1762,397,39.0,34.0,8.0
1756,52303,2429,2555,2690,2893,5910,16477,7222,3743,3903,6194,21062,3541,32.0,40.0,7.0
1757,4471,157,290,313,284,337,1381,652,355,441,569,2017,463,31.0,45.0,10.0
1758,43296,1730,1873,1755,1906,3812,11076,5861,3710,3605,7007,20183,4341,26.0,47.0,10.0
1759,6661,262,426,500,542,1098,2828,1119,371,409,664,2563,310,42.0,38.0,5.0
1760,3891,152,73,105,66,427,823,781,485,404,693,2363,341,21.0,61.0,9.0
1761,445551,22302,32142,32512,28768,54244,169968,59777,29603,27701,37784,154865,22870,38.0,35.0,5.0
1762,9858,661,417,654,713,1266,3711,1466,754,639,816,3675,668,38.0,37.0,7.0
1763,54219,2512,3505,3323,3262,6372,18974,7771,4095,3728,5595,21189,4423,35.0,39.0,8.0
1764,60383,2918,3017,2968,3195,6823,18921,9502,4973,5152,6781,26408,4645,31.0,44.0,8.0
1765,47524,2078,2190,1936,2014,4960,13178,7642,4213,4426,6529,22810,4599,28.0,48.0,10.0
1766,76109,5736,5819,4508,4014,8299,28376,11318,5726,5719,7216,29979,5485,37.0,39.0,7.0
1767,32119,1417,1552,1523,1620,3658,9770,5028,2821,2632,3750,14231,3038,30.0,44.0,9.0
1768,89280,6070,8138,5578,4677,9516,33979,12624,6921,6669,8769,34983,6696,38.0,39.0,8.0
1769,406371,21274,25363,25575,25209,53150,150571,66529,29716,24730,30736,151711,23262,37.0,37.0,6.0
1770,147958,8513,9613,8234,8232,18200,52792,23631,12135,10097,12735,58598,9882,36.0,40.0,7.0
1771,302479,15667,16026,16628,15817,38247,102385,53399,24535,20830,25838,124602,17667,34.0,41.0,6.0
1772,126552,9202,13511,7903,7302,14940,52858,18222,9055,6604,9382,43263,7167,42.0,34.0,6.0
1773,43073,2033,2230,2190,2306,5281,14040,6757,3613,3459,4566,18395,3221,33.0,43.0,7.0
1774,272926,14757,18894,16636,15769,33529,99585,41941,19101,18156,23915,103113,18367,36.0,38.0,7.0
1775,937920,46780,51192,51776,56659,126627,333034,146138,68397,54872,76555,345962,69498,36.0,37.0,7.0
1776,449192,22940,28958,27146,26664,57691,163399,72490,33198,26526,36969,169183,30961,36.0,38.0,7.0
1777,510996,25670,33287,35132,34181,65862,194132,74910,35999,29279,39054,179242,31898,38.0,35.0,6.0
1778,94549,4722,5536,5093,4412,9224,28987,13991,7245,8414,12319,41969,9962,31.0,44.0,11.0
1779,154952,7619,10661,11466,11619,21553,62918,21699,10035,8282,11730,51746,9257,41.0,33.0,6.0
1780,800401,42326,54077,53329,54465,113213,317410,115564,50076,41834,53132,260606,42997,40.0,33.0,5.0
1781,291372,15448,19683,17336,17212,38180,107859,45567,20223,17821,22864,106475,16835,37.0,37.0,6.0
1782,679756,28062,46895,69574,69823,103227,317581,85394,35693,32195,39679,192961,30712,47.0,28.0,5.0
1783,125717,7224,7145,5174,5145,15174,39862,23934,11574,8485,11119,55112,7951,32.0,44.0,6.0
1784,373362,22929,28405,23289,23458,49732,147813,55007,24111,21966,26769,127853,22930,40.0,34.0,6.0
1785,837288,46426,57417,57466,58302,117062,336673,120934,54719,46023,59199,280875,49628,40.0,34.0,6.0
1786,627551,34454,35928,33588,32761,78126,214857,106214,49193,39976,52363,247746,42713,34.0,39.0,7.0
1787,498847,27517,26680,25785,27687,65563,173232,85070,36895,30049,40708,192722,34093,35.0,39.0,7.0
1788,589699,25896,32064,32046,30920,62426,183352,76638,37636,36459,64593,215326,61759,31.0,37.0,10.0
1789,510563,29030,37065,33972,33580,66996,200643,72165,32915,27002,36211,168293,28775,39.0,33.0,6.0
1790,63776,3436,3948,3749,3730,7766,22629,9737,4873,4376,5883,24869,4889,35.0,39.0,8.0
1791,333316,16980,17298,16805,19332,46021,116436,56752,24519,19183,24600,125054,20514,35.0,38.0,6.0
1792,143570,8066,8457,7055,7101,18311,48990,26327,12220,10170,12645,61362,7827,34.0,43.0,5.0
1793,557320,28125,34451,34467,36558,77330,210931,83527,37508,28877,38023,187935,32890,38.0,34.0,6.0
1794,107088,5757,6454,5589,5525,13464,36789,18542,8268,6935,9151,42896,7286,34.0,40.0,7.0
1795,674855,34503,49181,52055,48918,84320,268977,89563,44368,40423,52462,226816,39293,40.0,34.0,6.0
1796,3547,230,70,67,83,197,647,495,473,335,852,2155,320,18.0,61.0,9.0
1797,65454,4327,4594,4219,4079,7334,24553,8076,3980,3885,5140,21081,4365,38.0,32.0,7.0
1798,27049,1338,1930,1871,2116,3373,10628,3411,1756,1743,2235,9145,1650,39.0,34.0,6.0
1799,12522,627,777,704,703,1199,4010,1787,1035,1135,1694,5651,1217,32.0,45.0,10.0
1800,50283,2903,4846,4458,3768,5888,21863,5591,2504,2509,3180,13784,2517,43.0,27.0,5.0
1801,2016,261,30,41,105,197,634,205,318,109,232,864,178,31.0,43.0,9.0
1802,213849,14882,22537,13899,13236,23221,87775,24609,12729,10669,16382,64389,12634,41.0,30.0,6.0
1803,56793,2891,3582,3834,3720,6343,20370,7373,3475,3660,4131,18639,3609,36.0,33.0,6.0
1804,28382,1453,1494,1369,1480,2733,8529,3433,2509,2156,3921,12019,2916,30.0,42.0,10.0
1805,4426,188,236,273,407,620,1724,582,325,159,399,1465,525,39.0,33.0,12.0
1806,546,23,32,19,23,11,108,41,111,80,79,311,63,20.0,57.0,12.0
1807,4446,439,222,220,168,551,1600,645,361,271,438,1715,422,36.0,39.0,9.0
1808,69505,3872,4872,4943,5076,8337,27100,8282,3916,3073,4034,19305,3249,39.0,28.0,5.0
1809,19497,679,919,962,975,1816,5351,2678,1836,1724,3097,9335,1936,27.0,48.0,10.0
1810,18031,1034,616,736,1101,2144,5631,3048,1461,1244,1654,7407,1325,31.0,41.0,7.0
1811,24319,1486,1448,1411,1231,2556,8132,2770,1346,1607,2784,8507,2260,33.0,35.0,9.0
1812,72849,4959,5945,5293,4683,8731,29611,9071,4018,3651,4428,21168,3140,41.0,29.0,4.0
