,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
267,57945,3042,3236,3951,4138,8231,22598,8026,4044,3312,3646,19028,2108,39.0,33.0,4.0
268,5793,175,152,192,376,1011,1906,889,743,557,452,2641,102,33.0,46.0,2.0
269,14793,632,914,916,981,1785,5228,2210,1184,1498,1365,6257,523,35.0,42.0,4.0
270,16215,1469,1857,1064,1151,2042,7583,1886,1083,1001,1104,5074,500,47.0,31.0,3.0
271,820,23,7,31,38,58,157,157,85,94,158,494,105,19.0,60.0,13.0
272,6498,167,238,251,325,517,1498,908,586,681,1089,3264,779,23.0,50.0,12.0
273,1372,51,56,48,69,146,370,228,148,101,173,650,119,27.0,47.0,9.0
274,564029,27008,33882,36984,36719,71580,206173,84916,43030,37261,45614,210821,32323,37.0,37.0,6.0
275,1368,109,84,71,65,157,486,192,106,71,151,520,144,36.0,38.0,11.0
276,7846,341,424,496,594,916,2771,1130,509,471,769,2879,653,35.0,37.0,8.0
277,7481,436,481,620,413,1140,3090,1151,418,562,473,2604,223,41.0,35.0,3.0
278,54469,3246,3554,3808,3654,6797,21059,7408,4383,3887,4594,20272,2603,39.0,37.0,5.0
279,330976,19701,35007,22685,21480,38042,136915,39624,21827,19095,25058,105604,17474,41.0,32.0,5.0
280,14151,772,799,854,771,1521,4717,1892,1194,1162,1760,6008,1246,33.0,42.0,9.0
281,5520,214,355,463,489,746,2267,674,381,273,469,1797,472,41.0,33.0,9.0
282,21885,1483,2108,1466,1342,2704,9103,2771,1413,1496,1731,7411,1736,42.0,34.0,8.0
283,148798,7901,10442,9959,9500,16713,54515,18839,10651,9471,13239,52200,10845,37.0,35.0,7.0
284,834,9,11,14,15,85,134,96,66,115,169,446,99,16.0,53.0,12.0
285,13056,673,798,815,925,1497,4708,1882,1066,842,984,4774,606,36.0,37.0,5.0
286,25770,1264,1107,1465,1281,2936,8053,3441,2158,2040,2829,10468,1923,31.0,41.0,7.0
287,40908,1955,1883,1951,2278,4567,12634,5477,3166,2988,4729,16360,3604,31.0,40.0,9.0
288,28123,1490,1790,1848,1728,3217,10073,3817,1717,1604,2173,9311,2115,36.0,33.0,8.0
289,18325,1169,1155,956,1058,2054,6392,2315,1388,1162,1819,6684,1654,35.0,36.0,9.0
290,4653,210,104,148,158,453,1073,837,388,468,952,2645,292,23.0,57.0,6.0
291,16900,685,620,569,760,1985,4619,3084,1873,1749,1949,8655,555,27.0,51.0,3.0
292,4327,231,223,151,296,459,1360,569,291,272,346,1478,592,31.0,34.0,14.0
293,17747,694,933,1459,1316,2283,6685,2736,1411,1424,1852,7423,803,38.0,42.0,5.0
294,12084,804,782,657,646,1470,4359,1510,738,878,1019,4145,865,36.0,34.0,7.0
295,163368,8547,10926,9857,10175,18970,58475,20901,10894,10756,14561,57112,12133,36.0,35.0,7.0
296,6557,384,482,397,437,751,2451,928,497,418,506,2349,380,37.0,36.0,6.0
297,11430,556,726,709,629,1327,3947,1524,1092,634,1190,4440,882,35.0,39.0,8.0
298,24359,1198,1349,1769,1687,3484,9487,3543,2107,1763,1847,9260,761,39.0,38.0,3.0
299,6338,259,270,330,281,630,1770,891,554,678,717,2840,350,28.0,45.0,6.0
300,569,11,60,90,42,28,231,100,44,53,87,284,30,41.0,50.0,5.0
301,7804,192,401,629,627,1257,3106,1196,644,642,598,3080,158,40.0,39.0,2.0
302,2357,113,131,117,61,202,624,268,193,252,296,1009,313,26.0,43.0,13.0
303,29722,705,2282,2997,2508,4537,13029,4247,2220,2143,2159,10769,642,44.0,36.0,2.0
304,23769,1145,1066,894,978,2509,6592,4070,2847,2087,2970,11974,1036,28.0,50.0,4.0
305,4809,246,250,262,289,511,1558,660,376,337,498,1871,481,32.0,39.0,10.0
306,285729,15707,19649,19158,19293,36438,110245,34856,16168,14642,17677,83343,11436,39.0,29.0,4.0
307,10109,507,517,681,757,1091,3553,1202,673,598,924,3397,836,35.0,34.0,8.0
308,947328,53933,54646,53323,56120,124512,342534,149671,65557,52910,70514,338652,62265,36.0,36.0,7.0
309,897417,48345,57193,58506,57016,112076,333136,135339,64904,53256,72249,325748,65118,37.0,36.0,7.0
310,184454,9167,9484,8962,9113,21618,58344,32218,16566,13854,18653,81291,14374,32.0,44.0,8.0
311,164110,8903,9654,8615,9012,20125,56309,27492,13899,11120,15664,68175,12482,34.0,42.0,8.0
312,862127,50350,60005,57906,54312,106172,328745,128365,59500,53371,70037,311273,61425,38.0,36.0,7.0
313,270772,14480,20207,18079,16276,32449,101491,41959,19646,17914,23696,103215,18851,37.0,38.0,7.0
314,151596,13685,17987,7721,7484,16954,63831,22998,10802,9089,11773,54662,8587,42.0,36.0,6.0
315,116674,6933,8402,7247,6986,14934,44502,18412,8691,7526,9369,43998,7221,38.0,38.0,6.0
316,173145,9340,13392,11430,10464,20077,64703,23045,10324,9684,15003,58056,10453,37.0,34.0,6.0
317,555036,31276,40675,39756,36782,69968,218457,80213,37434,31495,41367,190509,32074,39.0,34.0,6.0
318,215551,8252,10896,10893,10787,21384,62212,27744,15667,16763,29552,89726,18759,29.0,42.0,9.0
319,672391,33424,59429,77208,68269,89941,328271,76763,36308,32164,41097,186332,32202,49.0,28.0,5.0
320,259865,21483,40842,21428,16904,26295,126952,27496,14662,14051,17558,73767,12790,49.0,28.0,5.0
321,27537,1320,1999,1768,1812,3507,10406,4043,1681,1574,2115,9413,1286,38.0,34.0,5.0
322,180117,7845,11777,12853,11525,21552,65552,25354,12545,10299,15735,63933,11876,36.0,35.0,7.0
323,26775,1347,1628,1866,2177,3454,10472,3842,1992,1535,2503,9872,2130,39.0,37.0,8.0
324,568183,25713,31724,29945,28419,58171,173972,84311,43466,39083,64687,231547,57113,31.0,41.0,10.0
325,1890416,88630,114373,122235,123134,251221,699593,281386,125907,105679,147868,660840,128832,37.0,35.0,7.0
326,14458,536,958,961,999,1988,5442,2034,999,831,1423,5287,1091,38.0,37.0,8.0
327,173236,5228,6962,5858,5821,13480,37349,20036,12906,15009,32699,80650,28401,22.0,47.0,16.0
328,141373,5406,5880,5134,5014,11691,33125,17501,10956,11759,26153,66369,21936,23.0,47.0,16.0
329,203291,11640,12128,11529,11680,26342,73319,29924,12905,12163,16740,71732,10095,36.0,35.0,5.0
330,356774,14052,17078,16910,16720,35375,100135,42258,20896,23933,51555,138642,46531,28.0,39.0,13.0
331,68484,3158,4937,4378,4192,7958,24623,9307,5050,4309,6660,25326,4739,36.0,37.0,7.0
332,35675,2013,2474,2452,2161,4000,13100,4529,2106,2131,3792,12558,2775,37.0,35.0,8.0
333,16323,647,786,850,900,1847,5030,2401,1423,1117,2160,7101,1283,31.0,44.0,8.0
334,912043,42869,66941,73435,66032,115206,364483,124200,57292,51772,63845,297109,45702,40.0,33.0,5.0
335,309924,19202,27710,22638,18974,33284,121808,40441,20874,18660,26642,106617,20565,39.0,34.0,7.0
336,105015,4647,4750,4027,4569,10740,28733,12719,7649,7737,16169,44274,11501,27.0,42.0,11.0
337,11675,302,723,940,907,1427,4299,1609,976,762,1432,4779,792,37.0,41.0,7.0
338,46113,2025,3211,2754,2881,6028,16899,6726,3134,3522,4017,17399,2825,37.0,38.0,6.0
339,17191,1187,1497,899,797,1762,6142,2236,1232,1113,1904,6485,1355,36.0,38.0,8.0
340,13197,480,712,901,708,1551,4352,1673,939,835,1841,5288,1471,33.0,40.0,11.0
341,16018,805,966,1205,1025,2154,6155,2504,1339,861,1704,6408,1092,38.0,40.0,7.0
342,14238,809,1580,838,744,1862,5833,1987,937,1093,1320,5337,830,41.0,37.0,6.0
343,27326,1588,1868,2057,1772,3675,10960,3320,1341,1505,2046,8212,1815,40.0,30.0,7.0
344,39064,2075,2760,2921,2571,4880,15207,4872,2279,1690,2709,11550,1993,39.0,30.0,5.0
345,179144,7448,8537,8089,7991,18296,50361,22847,12495,12505,25354,73201,21920,28.0,41.0,12.0
346,100177,3861,4504,4522,4313,8756,25956,10794,6712,6500,16478,40484,16315,26.0,40.0,16.0
347,1351087,69146,93812,98686,92834,178630,533108,183609,82707,69877,93678,429871,71870,39.0,32.0,5.0
348,19483,818,1354,1210,1167,2493,7042,2756,1436,1174,2050,7416,1598,36.0,38.0,8.0
349,147981,5993,6854,6435,6306,13719,39307,18194,10222,10614,21227,60257,20930,27.0,41.0,14.0
350,48571,2416,3113,3254,3160,7000,18943,6929,3476,3054,4765,18224,3679,39.0,38.0,8.0
351,14085,550,696,961,754,1928,4889,2105,1155,1201,1662,6123,1072,35.0,43.0,8.0
352,8684,485,714,739,714,1365,4017,1112,474,380,744,2710,418,46.0,31.0,5.0
353,326215,13578,15304,15392,15555,34931,94760,40394,19836,21240,43267,124737,35943,29.0,38.0,11.0
354,700165,27939,35061,35692,35068,71678,205438,83658,44686,48551,96210,273105,73836,29.0,39.0,11.0
355,285890,23402,48193,21955,18216,30069,141835,31585,16146,14912,18233,80876,12313,50.0,28.0,4.0
356,39713,1900,1890,1856,2104,4317,12067,5597,3217,3027,5284,17125,3459,30.0,43.0,9.0
357,8347,377,842,665,618,1145,3647,1219,592,494,521,2826,462,44.0,34.0,6.0
358,18518,841,1407,1235,1064,2303,6850,2649,1281,1329,1864,7123,1387,37.0,38.0,7.0
359,363542,14326,17641,17653,17721,37020,104361,44865,24333,24335,46038,139571,39734,29.0,38.0,11.0
360,343778,14181,18059,17420,16504,34124,100288,42330,22179,24300,51090,139899,40946,29.0,41.0,12.0
361,155719,6343,7024,6698,6897,14742,41704,21237,11783,10846,21504,65370,22107,27.0,42.0,14.0
362,2702602,129083,184567,189750,180667,378194,1062261,393644,160616,142401,208696,905357,184778,39.0,33.0,7.0
363,76745,2864,3903,4604,4355,9676,25402,12285,6707,6537,9272,34801,5604,33.0,45.0,7.0
364,78435,3460,4359,3925,3780,9429,24953,11122,6195,5397,9100,31814,5345,32.0,41.0,7.0
365,197591,8899,14930,15953,13514,21979,75275,26855,12615,10951,16008,66429,12242,38.0,34.0,6.0
366,40228,2200,2599,2510,2357,5114,14780,5126,2553,2209,3867,13755,2962,37.0,34.0,7.0
367,1290216,69259,108508,105255,93542,173384,549948,169807,73529,57915,74765,376016,53933,43.0,29.0,4.0
368,325168,17505,21149,20802,21021,42790,123267,41249,16860,15575,22372,96056,14449,38.0,30.0,4.0
369,1426772,63055,79030,80887,77672,163745,464389,191422,90945,82780,146931,512078,161840,33.0,36.0,11.0
370,498136,21921,24494,24267,26619,59383,156684,67024,31584,31529,57661,187798,47834,31.0,38.0,10.0
371,949842,36609,50037,53338,52078,105720,297782,140555,74317,68239,108086,391197,101387,31.0,41.0,11.0
372,652256,32051,39877,38234,37652,74610,222424,79899,37637,40060,67556,225152,52010,34.0,35.0,8.0
373,72435,3462,4028,4066,3743,7589,22888,9837,5582,5330,8538,29287,6433,32.0,40.0,9.0
374,226578,11398,11278,9994,11055,26958,70683,32190,16034,14039,22013,84276,14844,31.0,37.0,7.0
375,298763,12954,16407,15605,15729,33478,94173,38885,20012,17848,34072,110817,29129,32.0,37.0,10.0
376,166778,7856,10474,10725,10262,21392,60709,24747,11673,9144,13690,59254,8587,36.0,36.0,5.0
377,404839,13892,17161,16153,16229,36169,99604,49936,28291,31991,65632,175850,64537,25.0,43.0,16.0
378,449260,22267,31130,30651,29268,58639,171955,66262,29803,25942,34470,156477,25658,38.0,35.0,6.0
379,116754,2102,2686,2990,3369,7604,18751,8504,6484,12057,35220,62265,19991,16.0,53.0,17.0
380,43814,1939,2983,2229,2800,4984,14935,5605,2973,3201,4882,16661,3649,34.0,38.0,8.0
381,22350,892,1608,1774,1578,2881,8733,3065,1452,1762,2308,8587,1628,39.0,38.0,7.0
382,15300,777,949,1176,1190,2155,6247,2432,1254,998,1245,5929,553,41.0,39.0,4.0
383,518660,23598,32083,28391,25856,53891,163819,70689,38228,36690,61355,206962,52835,32.0,40.0,10.0
384,31586,1488,1860,2120,2276,4720,12464,4952,2198,1991,2441,11582,1443,39.0,37.0,5.0
385,63457,2367,2934,3617,3580,7336,19834,9082,4573,4154,6869,24678,4076,31.0,39.0,6.0
386,24472,1239,1522,1584,1485,3509,9339,3646,1760,1372,2558,9336,1583,38.0,38.0,6.0
387,18471,1132,963,1045,1329,2176,6645,2509,1123,1263,1703,6598,1049,36.0,36.0,6.0
388,8313,534,399,513,609,1142,3197,1136,505,423,560,2624,356,38.0,32.0,4.0
389,11279,646,812,654,678,1527,4317,1452,741,713,944,3850,626,38.0,34.0,6.0
390,3251,183,275,156,122,445,1181,555,213,227,386,1381,158,36.0,42.0,5.0
391,45527,3842,6171,2695,2568,4806,20082,5965,3111,2513,3656,15245,2459,44.0,33.0,5.0
392,18363,959,1160,937,1049,2491,6596,2660,1153,1269,1936,7018,899,36.0,38.0,5.0
393,75099,3842,4184,5144,5501,10564,29235,9781,4083,3538,4916,22318,2910,39.0,30.0,4.0
394,102623,5451,6444,6446,6434,14320,39095,14798,7168,4934,7799,34699,4543,38.0,34.0,4.0
395,17272,1070,997,1049,818,2319,6253,2276,1151,1153,1521,6101,1079,36.0,35.0,6.0
396,19014,1144,1137,1186,1041,2508,7016,2642,1259,1113,1849,6863,1145,37.0,36.0,6.0
397,153923,9143,11278,10857,9868,18431,59577,20026,10134,9179,11727,51066,9220,39.0,33.0,6.0
398,12779,1306,982,505,672,1479,4944,1717,663,764,1178,4322,920,39.0,34.0,7.0
399,18411,874,1193,1017,1004,2315,6403,2686,1372,1096,1636,6790,931,35.0,37.0,5.0
400,15629,836,1002,765,925,1823,5351,2228,1103,1063,1689,6083,1126,34.0,39.0,7.0
401,34883,1841,1798,2133,2211,5114,13097,4744,2086,1483,1984,10297,1182,38.0,30.0,3.0
402,73742,8073,12918,5346,4139,7321,37797,7649,3710,2989,4328,18676,2815,51.0,25.0,4.0
403,22645,1212,1628,1476,1373,2589,8278,3123,1645,1360,1912,8040,1189,37.0,36.0,5.0
404,23556,1107,1805,1488,1710,3346,9456,3330,1519,1433,1998,8280,1255,40.0,35.0,5.0
405,6503,442,507,444,590,956,2939,922,403,431,384,2140,406,45.0,33.0,6.0
406,52252,2637,5518,4559,3247,6114,22075,6739,3080,2393,3667,15879,1776,42.0,30.0,3.0
407,10894,653,691,717,538,1405,4004,1264,766,642,1141,3813,627,37.0,35.0,6.0
408,114898,7800,10726,7459,7343,14405,47733,14562,7185,5099,8354,35200,5235,42.0,31.0,5.0
409,65870,3361,4017,3789,4044,8914,24125,9275,4161,3992,5942,23370,4052,37.0,35.0,6.0
410,12963,596,896,892,652,2638,5674,2106,782,646,1015,4549,663,44.0,35.0,5.0
411,285506,15475,25110,24983,20977,33417,119962,34107,16583,15789,21424,87903,15533,42.0,31.0,5.0
412,11096,1550,2430,1675,943,1020,7618,723,326,125,255,1429,138,69.0,13.0,1.0
413,24880,1291,1684,1540,1542,3414,9471,3521,1846,1528,2228,9123,1717,38.0,37.0,7.0
414,235896,11477,13049,12621,14449,34974,86570,34451,14241,11966,16814,77472,8548,37.0,33.0,4.0
415,123554,13397,23635,11210,8383,13282,69907,10485,5433,4843,6460,27221,4726,57.0,22.0,4.0
416,3024,132,208,184,155,296,975,308,249,241,340,1138,270,32.0,38.0,9.0
417,274150,15534,20600,20251,19570,38429,114384,36395,14731,12965,13733,77824,7171,42.0,28.0,3.0
418,6788,260,353,616,357,820,2406,832,373,487,613,2305,385,35.0,34.0,6.0
419,739072,38768,47738,50567,52232,108713,298018,106813,44732,37997,45385,234927,27310,40.0,32.0,4.0
420,43048,2550,3576,2798,2935,5801,17660,5859,2597,2175,3259,13890,1917,41.0,32.0,4.0
421,45890,2395,2931,3181,3038,5900,17445,5883,2869,2337,3700,14789,2568,38.0,32.0,6.0
422,143723,7745,8220,8864,9263,19276,53368,19532,8446,8081,9492,45551,5870,37.0,32.0,4.0
423,17190,904,945,1111,1105,2177,6242,2307,1122,896,1448,5773,993,36.0,34.0,6.0
424,138015,7023,8027,7831,8604,19279,50764,20287,7936,7668,10174,46065,5736,37.0,33.0,4.0
425,12385,533,801,712,603,1569,4218,2072,1002,828,1338,5240,641,34.0,42.0,5.0
426,23005,1440,1319,1463,1265,2921,8408,3005,1838,1396,1965,8204,1505,37.0,36.0,7.0
427,16282,1206,1408,864,935,2028,6441,2345,1071,1240,1641,6297,1058,40.0,39.0,6.0
428,23397,1085,1318,1326,1171,2957,7857,3337,1555,1714,2682,9288,1232,34.0,40.0,5.0
429,27023,1588,1884,1658,2016,3018,10164,3715,1765,1691,2312,9483,1824,38.0,35.0,7.0
430,736066,33969,49615,59892,60179,108103,311758,98663,43750,37647,43030,223090,28056,42.0,30.0,4.0
431,21063,1047,1605,1299,1258,3002,8211,3121,1436,1286,1807,7650,1300,39.0,36.0,6.0
432,14053,741,1013,685,898,2075,5412,2081,1105,962,1339,5487,810,39.0,39.0,6.0
433,91522,6050,8172,6451,6191,10812,37676,11340,5232,6153,6835,29560,5290,41.0,32.0,6.0
434,140152,7812,8751,7924,9114,21025,54626,20514,8419,6662,8856,44451,4642,39.0,32.0,3.0
435,10405,666,521,606,497,1241,3531,1426,613,766,1057,3862,852,34.0,37.0,8.0
436,4011,308,247,283,234,562,1634,469,300,237,227,1233,253,41.0,31.0,6.0
437,57087,3152,3351,3269,3662,7952,21386,8285,3280,2869,3745,18179,1912,37.0,32.0,3.0
438,19288,900,1229,1075,1151,2355,6710,2677,1234,1457,2054,7422,1536,35.0,38.0,8.0
439,22502,1258,1612,1492,1440,2627,8429,2974,1392,1407,2052,7825,1417,37.0,35.0,6.0
440,10757,500,723,631,879,1342,4075,1308,638,579,885,3410,709,38.0,32.0,7.0
441,24480,916,1049,1100,1034,2498,6597,3327,2006,2259,3560,11152,2252,27.0,46.0,9.0
442,110306,7335,5987,4217,4249,12914,34702,18727,9308,6867,10307,45209,6257,31.0,41.0,6.0
443,96471,5741,6867,5996,5810,12245,36659,12747,6358,5642,8084,32831,6462,38.0,34.0,7.0
444,211300,10748,8566,8111,11394,33511,72330,32132,10723,9128,13396,65379,7453,34.0,31.0,4.0
445,22328,1226,1531,1258,1263,2570,7848,3070,1437,1417,2389,8313,1700,35.0,37.0,8.0
446,1010420,54309,74135,82352,79825,147464,438085,137008,56209,49101,58313,300631,40173,43.0,30.0,4.0
447,29614,1325,1502,1374,1450,3388,9039,4009,2243,2214,3744,12210,2174,31.0,41.0,7.0
448,3027,181,135,140,139,437,1032,468,218,136,277,1099,262,34.0,36.0,9.0
449,83467,3863,5035,4972,4948,9613,28431,11369,5146,5965,8205,30685,5584,34.0,37.0,7.0
450,56424,3387,3480,3392,3568,7674,21501,8073,3205,3419,4400,19097,2746,38.0,34.0,5.0
451,25048,1131,1612,1601,1572,2943,8859,3419,1644,1606,2367,9036,1593,35.0,36.0,6.0
452,16732,471,861,716,945,1762,4755,1884,1119,1565,2710,7278,1337,28.0,43.0,8.0
453,889954,50247,54789,55626,61236,133901,355799,129701,48654,40934,44943,264232,25178,40.0,30.0,3.0
454,43878,2297,2870,2609,2588,5717,16081,5729,2674,2649,4289,15341,3148,37.0,35.0,7.0
455,192865,10253,12854,12274,12128,25437,72946,25224,10950,9502,14412,60088,10042,38.0,31.0,5.0
456,8667,436,647,546,571,1052,3252,1256,762,644,983,3645,657,38.0,42.0,8.0
457,28722,1580,1814,1730,1563,3746,10433,4124,1710,1853,2608,10295,1706,36.0,36.0,6.0
458,33198,2011,1629,1313,1639,4500,11092,5248,2945,2113,3300,13606,1784,33.0,41.0,5.0
459,25535,1175,1650,1340,1462,2841,8468,3500,1912,1680,3022,10114,2060,33.0,40.0,8.0
460,11607,596,774,693,584,1437,4084,1798,834,723,1106,4461,617,35.0,38.0,5.0
461,217506,14454,12967,11746,12659,32710,84536,32832,12869,9987,13441,69129,7515,39.0,32.0,3.0
462,150341,7716,10666,10923,10556,19274,59135,20993,9205,7081,9646,46925,7103,39.0,31.0,5.0
463,9278,462,549,523,634,1383,3551,1180,677,514,899,3270,636,38.0,35.0,7.0
464,63851,3203,3394,3552,3960,9015,23124,8907,3865,3366,5124,21262,2834,36.0,33.0,4.0
465,13732,765,749,724,734,1822,4794,1995,986,960,1229,5170,721,35.0,38.0,5.0
466,14999,792,694,946,895,1838,5165,2145,798,948,1270,5161,791,34.0,34.0,5.0
467,15954,792,1091,971,991,1850,5695,2210,999,1206,1541,5956,1125,36.0,37.0,7.0
468,8929,449,516,423,486,1001,2875,1179,707,497,945,3328,706,32.0,37.0,8.0
469,9800,630,733,554,651,1347,3915,1378,720,589,860,3547,625,40.0,36.0,6.0
470,28540,1523,1751,1440,1735,3942,10391,4105,2066,1700,2585,10456,1659,36.0,37.0,6.0
471,18282,1701,1420,975,859,2237,7192,2327,1315,1101,1846,6589,985,39.0,36.0,5.0
472,10388,316,619,1162,805,1318,4220,1274,603,592,706,3175,510,41.0,31.0,5.0
473,47451,2340,2991,2765,2909,6007,17012,6446,3076,3038,4328,16888,3304,36.0,36.0,7.0
474,29216,1543,1626,1775,1852,4617,11413,4100,1910,1630,1919,9559,998,39.0,33.0,3.0
475,62120,3290,7912,7085,5020,7025,30332,6816,3128,2309,3124,15377,1491,49.0,25.0,2.0
476,7768,331,425,416,295,865,2332,1188,609,714,990,3501,548,30.0,45.0,7.0
477,17857,875,1525,1262,1273,2214,7149,2224,602,1004,873,4703,427,40.0,26.0,2.0
478,113941,7971,15578,8873,7315,12728,52465,12751,5780,5170,7019,30720,4829,46.0,27.0,4.0
479,31567,2504,3307,2578,1529,3343,13261,3964,2022,1860,3065,10911,1605,42.0,35.0,5.0
480,21488,1243,1145,1318,1210,2603,7519,2969,1524,1302,2030,7825,1284,35.0,36.0,6.0
481,14061,557,708,683,689,1697,4334,2013,1463,1016,1601,6093,1216,31.0,43.0,9.0
482,13675,831,1095,950,741,1949,5566,2050,1270,799,1286,5405,673,41.0,40.0,5.0
483,28600,1376,1777,1616,1821,3547,10137,4232,1612,2098,2759,10701,1587,35.0,37.0,6.0
484,8558,571,379,545,395,1134,3024,1261,601,662,1026,3550,435,35.0,41.0,5.0
485,21152,1175,1272,1190,1193,2412,7242,3056,1851,1233,2349,8489,1430,34.0,40.0,7.0
486,5884,294,366,277,299,732,1968,780,475,315,591,2161,559,33.0,37.0,10.0
487,22574,1444,1356,1542,1483,2994,8819,3247,1622,1184,1915,7968,1384,39.0,35.0,6.0
488,26795,1537,1629,1454,1707,3133,9460,4115,2201,1846,2595,10757,1702,35.0,40.0,6.0
489,8962,585,707,581,490,1203,3566,1155,681,479,865,3180,483,40.0,35.0,5.0
490,18013,1007,1054,673,803,2116,5653,2848,1368,1198,1841,7255,1259,31.0,40.0,7.0
491,39444,2148,2590,2376,2447,5458,15019,5792,2594,2212,3083,13681,1704,38.0,35.0,4.0
492,198647,12555,16333,17121,15066,24977,86052,24881,12042,10022,12847,59792,10601,43.0,30.0,5.0
493,105042,6699,6549,6113,6468,14708,40537,14667,6166,4946,7374,33153,4305,39.0,32.0,4.0
494,35972,2136,1911,1349,1733,4837,11966,5392,2414,2148,2816,12770,1645,33.0,35.0,5.0
495,14654,649,612,1000,847,1932,5040,2198,1140,933,1497,5768,976,34.0,39.0,7.0
496,152399,8745,9043,8671,9980,24155,60594,22237,8535,6132,8482,45386,4484,40.0,30.0,3.0
497,27027,2303,2853,1588,1628,3000,11372,3677,2082,1280,2063,9102,1325,42.0,34.0,5.0
498,30343,1108,1575,1464,1719,3699,9565,4384,2032,2465,3774,12655,2040,32.0,42.0,7.0
499,19141,1087,1218,1000,1202,2501,7008,2511,1427,980,1778,6696,1057,37.0,35.0,6.0
500,17919,1166,936,943,980,2531,6556,2706,1157,1058,1533,6454,978,37.0,36.0,5.0
501,41444,2133,2557,2776,2395,5310,15171,5432,2528,2402,3528,13890,2444,37.0,34.0,6.0
502,11396,459,761,903,792,1540,4455,1789,772,804,1188,4553,671,39.0,40.0,6.0
503,21430,1003,897,1419,1102,2368,6789,2997,1932,1501,2933,9363,1448,32.0,44.0,7.0
504,2140,115,118,92,118,214,657,289,149,232,343,1013,267,31.0,47.0,12.0
505,16354,833,914,786,843,1816,5192,2101,1235,1284,2382,7002,1604,32.0,43.0,10.0
506,7206,367,409,442,431,806,2455,962,453,564,638,2617,631,34.0,36.0,9.0
507,201568,11287,17894,17531,14312,23001,84025,25144,13107,11039,14433,63723,10290,42.0,32.0,5.0
508,88482,4846,5841,4972,4949,11316,31924,13246,6124,5050,6627,31047,3886,36.0,35.0,4.0
509,5168,334,316,160,317,656,1783,758,282,279,488,1807,258,35.0,35.0,5.0
510,14037,955,1009,665,750,1621,5000,1974,1041,1044,1384,5443,922,36.0,39.0,7.0
511,8549,514,454,294,544,855,2661,1321,529,725,1083,3658,741,31.0,43.0,9.0
512,64192,3175,4147,4042,4174,7853,23391,8690,3770,4104,5991,22555,3810,36.0,35.0,6.0
513,25625,1367,1948,1334,1338,2922,8909,3492,1960,1569,2808,9829,1739,35.0,38.0,7.0
514,5832,304,517,557,507,849,2734,760,402,283,454,1899,435,47.0,33.0,7.0
515,30687,2062,2803,2179,1867,3383,12294,3939,2073,1650,2682,10344,1848,40.0,34.0,6.0
516,6423,323,383,281,228,734,1949,1060,645,555,755,3015,458,30.0,47.0,7.0
517,1844,74,128,100,97,200,599,201,198,102,216,717,195,32.0,39.0,11.0
518,25402,1133,1978,2180,2117,3711,11119,3566,1330,1519,1916,8331,1126,44.0,33.0,4.0
519,8267,528,581,402,343,1071,2925,1225,647,563,886,3321,580,35.0,40.0,7.0
520,16339,605,894,1385,1333,2733,6950,2269,1132,979,1366,5746,1094,43.0,35.0,7.0
521,8978,430,661,553,516,932,3092,1275,717,583,907,3482,647,34.0,39.0,7.0
522,44909,2192,2636,2773,2608,5386,15595,6269,2974,3034,4132,16409,3093,35.0,37.0,7.0
