,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
1684,3019,144,131,130,130,286,821,386,244,270,394,1294,403,27,43.0,13.0
1685,2624,201,178,113,105,236,833,311,184,207,326,1028,307,32,39.0,12.0
1686,4814,247,228,246,214,469,1404,572,380,387,593,1932,534,29,40.0,11.0
1687,21632,888,1069,1064,1187,2492,6700,2962,1731,1520,2128,8341,2275,31,39.0,11.0
1688,1913,49,36,68,81,247,481,272,191,156,262,881,232,25,46.0,12.0
1689,1958,61,143,72,97,141,514,226,139,196,266,827,272,26,42.0,14.0
1690,2019,114,89,66,108,191,568,306,199,153,261,919,200,28,46.0,10.0
1691,682,48,20,36,41,48,193,92,53,54,91,290,68,28,43.0,10.0
1692,2436,141,95,109,112,232,689,289,195,158,276,918,326,28,38.0,13.0
1693,61233,3255,3921,3825,4126,7647,22774,7608,4070,3260,4637,19575,3988,37,32.0,7.0
1694,9149,556,488,432,518,973,2967,1256,645,721,891,3513,782,32,38.0,9.0
1695,3469,149,158,142,146,331,926,424,306,253,472,1455,424,27,42.0,12.0
1696,957,34,51,63,66,110,324,85,80,124,90,379,80,34,40.0,8.0
1697,2860,139,97,110,167,290,803,337,281,172,349,1139,346,28,40.0,12.0
1698,10293,414,485,434,558,1047,2938,1333,801,818,1078,4030,1090,29,39.0,11.0
1699,684,21,33,32,34,43,163,49,66,71,98,284,147,24,42.0,21.0
1700,6385,279,292,291,330,745,1937,846,425,461,709,2441,618,30,38.0,10.0
1701,7276,347,324,353,392,731,2147,868,484,713,853,2918,838,30,40.0,12.0
1702,5200,192,439,291,397,647,1966,779,296,384,475,1934,476,38,37.0,9.0
1703,6547,316,319,323,370,786,2114,835,436,513,624,2408,598,32,37.0,9.0
1704,8129,291,394,328,397,809,2219,1111,650,605,1184,3550,923,27,44.0,11.0
1705,720,26,38,45,20,75,204,82,81,51,86,300,93,28,42.0,13.0
1706,3688,189,128,176,166,368,1027,478,264,265,445,1452,450,28,39.0,12.0
1707,8496,478,381,320,388,781,2348,1083,699,607,956,3345,1065,28,39.0,13.0
1708,306357,18667,34968,21865,21888,37159,134547,34511,18698,16406,22528,92143,16166,44,30.0,5.0
1709,35569,1845,1703,2004,2235,4333,12120,4351,2747,2458,3290,12846,2998,34,36.0,8.0
1710,919,48,43,33,36,112,272,117,73,51,111,352,67,30,38.0,7.0
1711,537,18,30,21,26,38,133,73,71,33,87,264,52,25,49.0,10.0
1712,432,18,5,32,14,33,102,89,39,37,30,195,48,24,45.0,11.0
1713,35062,1800,2419,2242,2273,3947,12681,4341,2887,1867,2723,11818,2623,36,34.0,7.0
1714,7829,377,412,385,399,913,2486,1059,576,568,829,3032,747,32,39.0,10.0
1715,4903,233,208,227,294,568,1530,627,362,357,504,1850,461,31,38.0,9.0
1716,3569,214,142,163,175,383,1077,477,273,324,333,1407,389,30,39.0,11.0
1717,7041,544,632,404,404,662,2646,802,406,560,693,2461,641,38,35.0,9.0
1718,4318,184,215,158,244,416,1217,492,346,360,538,1736,613,28,40.0,14.0
1719,15875,770,934,802,876,1808,5190,2077,1172,1084,1514,5847,1486,33,37.0,9.0
1720,2704,91,134,119,105,260,709,329,285,152,345,1111,388,26,41.0,14.0
1721,2904,95,103,184,170,318,870,318,212,239,327,1096,317,30,38.0,11.0
1722,9163,455,490,487,539,952,2923,1276,610,607,879,3372,924,32,37.0,10.0
1723,7175,392,368,323,407,773,2263,1022,523,481,681,2707,652,32,38.0,9.0
1724,32875,1864,2020,1846,2028,3758,11516,4140,1914,2423,2810,11287,2550,35,34.0,8.0
1725,5244,306,266,194,246,539,1551,707,396,477,557,2137,517,30,41.0,10.0
1726,10870,647,703,565,683,1176,3774,1284,889,666,967,3806,1122,35,35.0,10.0
1727,8045,339,378,381,402,848,2348,1069,678,619,897,3263,964,29,41.0,12.0
1728,1381,62,103,57,36,126,384,170,116,125,177,588,203,28,43.0,15.0
1729,14325,1156,1328,661,761,2008,5914,1563,907,867,1034,4371,982,41,31.0,7.0
1730,175188,8915,10992,12489,13468,24782,70646,23212,10320,8458,11343,53333,7145,40,30.0,4.0
1731,20953,1050,1049,978,1232,2282,6591,3065,1614,1377,2013,8069,1638,31,39.0,8.0
1732,36509,1804,2187,2120,2210,4098,12419,4363,2536,2490,3362,12751,3170,34,35.0,9.0
1733,17045,1312,1404,854,942,1864,6376,2122,1074,1120,1523,5839,1325,37,34.0,8.0
1734,5241,251,187,205,349,470,1462,611,413,369,699,2092,635,28,40.0,12.0
1735,3048,127,142,110,133,289,801,394,284,231,385,1294,387,26,42.0,13.0
1736,1256,37,79,44,109,83,352,116,142,127,150,535,138,28,43.0,11.0
1737,6020,276,308,315,358,708,1965,786,475,438,505,2204,458,33,37.0,8.0
1738,5133,196,264,200,238,489,1387,657,332,483,629,2101,680,27,41.0,13.0
1739,643,35,32,32,46,97,242,39,50,62,80,231,53,38,36.0,8.0
1740,7055,478,483,437,405,650,2453,742,383,367,466,1958,380,35,28.0,5.0
1741,4252,129,244,217,244,417,1251,515,313,303,551,1682,499,29,40.0,12.0
1742,20414,1193,1170,909,1179,2363,6814,2946,1698,1248,1973,7865,1414,33,39.0,7.0
1743,9409,1227,1161,484,468,968,4308,927,571,579,672,2749,712,46,29.0,8.0
1744,3597,164,190,163,160,344,1021,484,256,298,397,1435,415,28,40.0,12.0
1745,846,37,29,39,26,100,231,114,82,72,110,378,107,27,45.0,13.0
1746,13832,833,886,794,874,1459,4846,1704,971,928,1318,4921,1331,35,36.0,10.0
1747,24022,967,1584,1586,1571,2478,8186,3124,1887,1445,2580,9036,1669,34,38.0,7.0
1748,2112436,102388,136367,157665,156586,296106,849112,284383,128512,116289,180812,709996,108517,40,34.0,5.0
1749,47632,1880,2169,2125,2404,4661,13239,6205,4374,4236,7340,22155,4755,28,47.0,10.0
1750,52377,3021,3381,3924,3747,6816,20889,7024,3557,2817,3359,16757,1832,40,32.0,3.0
1751,1102,30,72,75,42,117,336,101,97,76,215,489,95,30,44.0,9.0
1752,1728,97,31,42,91,232,493,311,137,203,136,787,113,29,46.0,7.0
1753,17088,997,962,1088,1131,2192,6370,2224,1167,1182,1224,5797,757,37,34.0,4.0
1754,5887,160,365,435,281,624,1865,676,726,242,545,2189,368,32,37.0,6.0
1755,5203,425,318,368,221,610,1942,723,303,294,716,2036,408,37,39.0,8.0
1756,52303,2432,2348,2930,3113,5965,16788,6933,3791,4014,6881,21619,3670,32,41.0,7.0
1757,4471,122,235,227,417,355,1356,576,374,381,477,1808,483,30,40.0,11.0
1758,43296,1553,1887,2083,1839,4221,11583,5492,3767,3694,7491,20444,4775,27,47.0,11.0
1759,6661,237,332,464,672,978,2683,1138,417,464,736,2755,268,40,41.0,4.0
1760,3891,154,125,156,122,408,965,621,411,272,891,2195,347,25,56.0,9.0
1761,445551,22495,30629,34542,30550,54474,172690,59447,30478,28749,42568,161242,24241,39,36.0,5.0
1762,9858,566,444,706,695,1323,3734,1357,650,729,858,3594,704,38,36.0,7.0
1763,54219,2376,3314,3413,3214,6147,18464,7401,4079,3911,6117,21508,4382,34,40.0,8.0
1764,60383,2751,3134,3056,3174,6647,18762,9088,5244,4994,7418,26744,4848,31,44.0,8.0
1765,47524,2058,2222,1921,2130,4717,13048,6968,4557,4259,7257,23041,4765,27,48.0,10.0
1766,76109,5647,5810,4603,4227,7849,28136,10573,5962,5684,8023,30242,5682,37,40.0,7.0
1767,32119,1352,1646,1723,1738,3667,10126,4899,2706,2761,3971,14337,3063,32,45.0,10.0
1768,89280,6070,7745,5555,5107,9213,33690,11850,6844,6982,9668,35344,7084,38,40.0,8.0
1769,406371,20915,26239,26406,25781,50899,150240,64277,31580,26043,34289,156189,24231,37,38.0,6.0
1770,147958,8301,9846,8385,8577,17647,52756,22510,12496,10291,14156,59453,10386,36,40.0,7.0
1771,302479,14799,17034,17121,16752,36411,102117,51208,26447,21352,29588,128595,18858,34,43.0,6.0
1772,126552,9222,13879,8011,7592,14538,53242,17479,9109,7438,10325,44351,7271,42,35.0,6.0
1773,43073,1830,2296,2212,2303,4942,13583,6483,3715,3475,5022,18695,3388,32,43.0,8.0
1774,272926,14286,18833,16753,15685,31777,97334,39779,20687,18073,25642,104181,18898,36,38.0,7.0
1775,937920,47224,54392,51611,57534,125273,336034,143864,69716,58145,82450,354175,71077,36,38.0,8.0
1776,449192,22036,29396,27547,26984,55747,161710,69581,35106,27062,39775,171524,31693,36,38.0,7.0
1777,510996,25016,32944,35250,34585,64803,192598,72207,37107,29874,42192,181380,32304,38,35.0,6.0
1778,94549,4343,5608,4986,4434,9006,28377,12780,6780,8801,13070,41431,10054,30,44.0,11.0
1779,154952,7517,10146,11363,11315,20620,60961,20894,10280,8131,12573,51878,9437,39,33.0,6.0
1780,800401,41248,54488,54321,54476,112893,317426,114808,51286,43938,57971,268003,44823,40,33.0,6.0
1781,291372,15337,19433,17939,17328,37002,107039,44379,21140,18688,24940,109147,17205,37,37.0,6.0
1782,679756,27246,45586,70537,72241,106722,322332,85727,36644,33990,43138,199499,32846,47,29.0,5.0
1783,125717,7264,7997,5220,5296,13652,39429,22512,11586,9497,12449,56044,8333,31,45.0,7.0
1784,373362,22947,29609,23729,23204,48693,148182,53879,25230,22527,29373,131009,23399,40,35.0,6.0
1785,837288,45647,56503,58029,58442,116519,335140,118921,56379,48926,64824,289050,50877,40,35.0,6.0
1786,627551,33786,38021,33382,32716,74277,212182,101421,51751,41494,57388,252054,43740,34,40.0,7.0
1787,498847,27353,29182,25570,28030,62615,172750,82503,38106,31478,43842,195929,35200,35,39.0,7.0
1788,589699,26150,32820,32498,31122,60978,183568,74472,39696,37064,68178,219410,62079,31,37.0,11.0
1789,510563,28319,36978,34792,33374,65785,199248,70558,33257,28850,39083,171748,30346,39,34.0,6.0
1790,63776,3167,3982,3736,3531,7534,21950,9175,4714,4640,6154,24683,4846,34,39.0,8.0
1791,333316,17559,18895,17012,19273,44531,117270,55327,26566,19743,26548,128184,21407,35,38.0,6.0
1792,143570,7527,8788,7265,7111,16821,47512,24702,12571,10527,13979,61779,8188,33,43.0,6.0
1793,557320,28153,35353,35195,36731,77349,212781,82336,39180,30287,41874,193677,34088,38,35.0,6.0
1794,107088,5723,6714,5774,5510,12559,36280,17827,9081,6863,10033,43804,7683,34,41.0,7.0
1795,674855,34165,46908,51467,49760,84730,267030,86389,44935,41821,58274,231419,40838,40,34.0,6.0
1796,3547,130,52,59,143,244,628,224,495,404,894,2017,495,18,57.0,14.0
1797,65454,4346,4520,4043,4258,7328,24495,7804,3829,4031,5482,21146,4411,37,32.0,7.0
1798,27049,1360,1896,1916,1880,3479,10531,3221,1696,1822,2286,9025,1696,39,33.0,6.0
1799,12522,528,709,604,609,1254,3704,1559,916,1172,1813,5460,1296,30,44.0,10.0
1800,50283,2808,4866,4568,3926,5838,22006,5217,2605,2501,3271,13594,2591,44,27.0,5.0
1801,2016,211,31,47,120,259,668,327,138,103,230,798,147,33,40.0,7.0
1802,213849,14296,23259,13952,13345,22866,87718,23513,12452,11223,17678,64866,13080,41,30.0,6.0
1803,56793,3074,3772,3852,3982,6487,21167,7034,3515,3784,4441,18774,3583,37,33.0,6.0
1804,28382,1283,1567,1404,1570,2769,8593,3105,2294,2003,4067,11469,2956,30,40.0,10.0
1805,4426,141,144,326,444,595,1650,554,350,104,488,1496,557,37,34.0,13.0
1806,546,11,3,2,29,32,77,34,81,89,84,288,86,14,53.0,16.0
1807,4446,325,115,267,274,462,1443,593,286,328,465,1672,440,32,38.0,10.0
1808,69505,4110,4884,4960,5318,8447,27719,8130,3987,3256,4252,19625,3267,40,28.0,5.0
1809,19497,713,964,817,959,1808,5261,2365,1833,1644,3166,9008,2070,27,46.0,11.0
1810,18031,1035,705,719,1193,2061,5713,2852,1570,1210,1815,7447,1284,32,41.0,7.0
1811,24319,1271,1734,1429,1301,2379,8114,2691,1304,1495,2707,8197,2243,33,34.0,9.0
1812,72849,4662,5671,5542,4670,8317,28862,8715,4206,3847,4743,21511,3333,40,30.0,5.0
1813,4605,373,425,199,109,385,1491,536,424,394,605,1959,392,32,43.0,9.0
1814,65130,3260,5672,4968,4342,7086,25328,7497,4156,3704,6031,21388,4625,39,33.0,7.0
1815,8447,461,509,185,546,748,2449,976,635,647,1182,3440,842,29,41.0,10.0
1816,39455,2175,2404,2284,2229,4473,13565,5082,2604,3082,4051,14819,2799,34,38.0,7.0
1817,19313,1407,2589,1417,1171,1947,8531,2001,1043,917,1294,5255,1214,44,27.0,6.0
1818,138815,7257,7721,8100,8730,17892,49700,18378,9942,9129,13851,51300,7945,36,37.0,6.0
1819,128221,7021,8492,8967,8857,15406,48743,15288,8864,7081,9705,40938,7136,38,32.0,6.0
1820,28203,2020,2016,1738,1406,2969,10149,3697,2335,1949,3240,11221,2144,36,40.0,8.0
1821,147514,6591,7841,8156,8617,16995,48200,19703,12107,11978,20012,63800,10691,33,43.0,7.0
1822,11254,445,504,346,429,795,2519,1339,819,1081,2189,5428,1691,22,48.0,15.0
1823,17098,772,1609,657,828,1904,5770,2048,1419,1085,1816,6368,1205,34,37.0,7.0
1824,32809,1280,1701,1502,1661,3641,9785,4423,2745,2740,4705,14613,2888,30,45.0,9.0
1825,15534,649,991,921,805,1725,5091,2002,1292,1270,2022,6586,959,33,42.0,6.0
1826,4216,90,345,217,336,531,1519,557,316,231,436,1540,365,36,37.0,9.0
1827,75845,4384,4805,4516,4401,8865,26971,10256,5440,4968,7363,28027,4755,36,37.0,6.0
1828,308580,20110,32481,20211,20035,34876,127713,40851,21187,19538,26741,108317,21394,41,35.0,7.0
1829,47400,4189,4385,2441,2360,4720,18095,5907,3565,3109,4686,17267,3543,38,36.0,7.0
1830,1455846,80949,120168,121589,106754,184809,614269,189627,81585,71733,95712,438657,75565,42,30.0,5.0
1831,196124,13388,19350,11203,10755,20007,74703,25468,14478,12797,18213,70956,16881,38,36.0,9.0
1832,78175,4314,5037,4273,4291,8484,26399,10694,6016,5632,7808,30150,6003,34,39.0,8.0
1833,78319,4061,5055,4743,4791,9072,27722,11579,6151,5530,7686,30946,5924,35,40.0,8.0
1834,130846,7721,8999,8024,7117,13834,45695,17622,10187,9228,13237,50274,10993,35,38.0,8.0
1835,86883,4385,5564,5292,5200,10276,30717,11988,6361,6009,8237,32595,6761,35,38.0,8.0
1836,48763,2385,2831,2680,2521,5319,15736,7127,4226,3341,5418,20112,3929,32,41.0,8.0
1837,81224,5340,7763,5124,4895,9575,32697,11720,5943,5334,7176,30173,5358,40,37.0,7.0
1838,61481,2645,3334,3339,3147,6654,19119,9258,4888,5156,7707,27009,5566,31,44.0,9.0
1839,48334,4038,5864,2832,2557,5041,20332,6235,3372,2703,4359,16669,3100,42,34.0,6.0
1840,45950,3278,2907,2251,2197,4349,14982,6353,3621,3737,6105,19816,4359,33,43.0,9.0
1841,295685,18579,22498,17332,16185,34440,109034,46307,22933,19549,26673,115462,20749,37,39.0,7.0
1842,923995,48554,65337,68596,58593,102308,343388,127361,69622,60574,84337,341894,71480,37,37.0,8.0
1843,38233,1770,2133,2423,2113,4304,12743,5643,3283,2924,4615,16465,3561,33,43.0,9.0
1844,51054,2454,3873,3623,3439,6084,19473,7751,3406,3650,4619,19426,3290,38,38.0,6.0
1845,53955,2381,3097,3083,3305,6360,18226,8223,3898,3980,5577,21678,4225,34,40.0,8.0
1846,58537,2999,3799,3508,3362,6484,20152,8885,5066,3634,5474,23059,4827,34,39.0,8.0
1847,47791,2326,3178,2999,2426,5323,16252,7233,3748,3720,5672,20373,4030,34,43.0,8.0
1848,4646,208,267,118,192,410,1195,658,505,439,778,2380,504,26,51.0,11.0
1849,62943,3281,4006,3454,3390,6847,20978,8914,5064,4363,6675,25016,5272,33,40.0,8.0
1850,116567,5818,12066,10987,8693,13432,50996,13495,6641,5515,8233,33884,6012,44,29.0,5.0
1851,2635121,117297,182206,249546,229717,364039,1142805,318759,150553,139000,188068,796380,149673,43,30.0,6.0
1852,26845,1267,1642,1545,1533,2990,8977,3812,2178,1830,2443,10263,2032,33,38.0,8.0
1853,64373,4994,6530,3432,3544,6781,25281,9288,4794,4491,5965,24538,4422,39,38.0,7.0
1854,71760,5466,6204,3700,3603,7531,26504,10448,5484,5218,6777,27927,4946,37,39.0,7.0
1855,748680,42712,55315,55404,48363,84486,286280,102842,52667,47736,66394,269639,52273,38,36.0,7.0
1856,49500,2261,3053,3070,3047,5537,16968,6634,3890,3096,4810,18430,4042,34,37.0,8.0
1857,1363069,72818,87153,79431,76392,164284,480078,203972,100385,89482,122285,516124,106273,35,38.0,8.0
1858,1653877,59316,119239,199104,175239,238802,791700,207112,94597,91565,139364,532638,113354,48,32.0,7.0
1859,212675,10823,13591,13364,12229,23779,73786,30903,17310,15300,20961,84474,16656,35,40.0,8.0
1860,232324,12370,16138,14689,13896,25811,82904,32581,16756,15165,22111,86613,18908,36,37.0,8.0
1861,467669,28806,33087,32380,29424,52219,175916,65162,34274,29503,40118,169057,33433,38,36.0,7.0
1862,109491,6014,7084,5892,5782,12074,36846,16267,8361,8052,11626,44306,8300,34,40.0,8.0
1863,378174,22969,28783,21249,21626,46008,140635,55738,25479,21335,28816,131368,20196,37,35.0,5.0
1864,41584,2021,2608,2957,2460,4692,14738,6572,3392,2786,3993,16743,2852,35,40.0,7.0
1865,119833,7793,9237,7462,6711,13324,44527,18009,8869,8141,10661,45680,7024,37,38.0,6.0
1866,60750,5278,6737,2911,2882,5713,23521,7870,4463,4463,6631,23427,5071,39,39.0,8.0
1867,99464,5394,5987,5130,5245,11977,33733,17402,7936,7169,9596,42103,5918,34,42.0,6.0
1868,2339280,97207,153004,196242,186516,328686,961655,326262,157251,135781,185506,804800,149332,41,34.0,6.0
1869,159800,9043,11423,11526,10343,18663,60998,22658,11727,10949,14530,59864,10426,38,37.0,7.0
1870,475948,23872,31212,32869,30043,61082,179078,68911,33660,30247,41989,174807,29705,38,37.0,6.0
1871,325027,18692,21731,19041,18358,36187,114009,42882,21800,17291,26888,108861,22200,35,33.0,7.0
1872,110817,8718,9852,6953,6268,12038,43829,14607,7833,6955,9965,39360,7512,40,36.0,7.0
1873,226632,11472,13386,13090,13645,28940,80533,35477,16901,14861,22538,89777,14833,36,40.0,7.0
1874,155239,8183,10520,9837,9966,18804,57310,21920,11255,9837,13317,56329,11803,37,36.0,8.0
1875,31611,2268,2196,1668,1591,3344,11067,4522,2507,2422,3636,13087,2501,35,41.0,8.0
1876,18112,861,981,1040,935,2000,5817,2772,1599,1323,2054,7748,1454,32,43.0,8.0
1877,34843,1437,2303,2505,2202,3935,12382,4912,2954,2204,3533,13603,2625,36,39.0,8.0
1878,97539,4869,5564,5453,5659,11200,32745,13863,7717,6781,9834,38195,7655,34,39.0,8.0
1879,1497595,81123,98963,89093,83246,183911,536336,237570,110217,92207,132117,572111,101780,36,38.0,7.0
1880,75783,3672,4550,4332,4663,8540,25757,11320,5983,5190,8148,30641,5088,34,40.0,7.0
1881,49322,2389,2832,2490,2737,5486,15934,7345,4270,3305,5125,20045,4014,32,41.0,8.0
1882,104415,12172,18269,7232,6204,10431,54308,11037,6190,5708,8025,30960,5265,52,30.0,5.0
1883,180129,9338,12330,11231,10357,21073,64329,27273,14522,12782,19092,73669,13329,36,41.0,7.0
1884,64701,2952,3660,3837,3559,7082,21090,9845,5379,4813,7638,27675,5489,33,43.0,8.0
1885,62183,2890,3965,3753,3644,7470,21722,9548,4912,4404,6423,25287,4611,35,41.0,7.0
1886,91442,4396,5549,4792,5017,10262,30016,14281,7343,6469,9395,37488,6330,33,41.0,7.0
1887,975321,52918,60139,54527,57128,126022,350734,146267,69715,58183,82712,356877,73548,36,37.0,8.0
1888,40886,1805,2566,2910,2658,4918,14857,6343,2968,2956,3968,16235,2599,36,40.0,6.0
1889,25083,1576,1966,1356,1249,2379,8526,3096,1783,1987,2724,9590,2039,34,38.0,8.0
1890,157844,9578,10129,9879,9113,19125,57824,22560,10378,9788,14392,57118,11208,37,36.0,7.0
1891,37159,1804,2198,2159,2068,4958,13187,5336,2878,2189,4081,14484,2892,35,39.0,8.0
1892,10935,569,617,304,432,1313,3235,1494,915,886,1585,4880,1147,30,45.0,10.0
1893,25531,1146,1818,1878,1629,3341,9812,3527,1858,1602,2632,9619,1614,38,38.0,6.0
1894,26833,1107,1215,1396,1390,3137,8245,3747,1985,2294,3665,11691,2593,31,44.0,10.0
1895,17535,932,1100,1193,1006,2379,6610,2610,1216,1216,2099,7141,1506,38,41.0,9.0
1896,47316,2215,2620,2146,2354,5431,14766,6094,3764,3603,6361,19822,4082,31,42.0,9.0
1897,19913,731,1281,1339,1149,2223,6723,2796,1613,1532,2176,8117,1829,34,41.0,9.0
1898,34130,1467,1838,1890,1822,4184,11201,4534,2315,2993,3990,13832,2551,33,41.0,7.0
1899,122586,4076,4983,5920,5824,12658,33461,14726,9907,11877,23618,60128,10790,27,49.0,9.0
1900,252268,10708,14931,17254,17322,33281,93496,33460,17528,18248,26934,96170,19528,37,38.0,8.0
1901,88898,4756,5238,5282,4799,10644,30719,13153,6526,6582,9681,35942,6995,35,40.0,8.0
1902,196716,10792,11204,11389,12470,29044,74899,29148,11913,10713,15104,66878,9704,38,34.0,5.0
1903,81805,3487,4632,4547,4098,10082,26846,12907,6099,5745,9076,33827,5995,33,41.0,7.0
1904,10336,500,522,425,600,1518,3565,1653,771,507,985,3916,672,34,38.0,7.0
1905,68699,2697,3362,3706,3599,7834,21198,9540,5765,5467,9508,30280,6141,31,44.0,9.0
1906,22833,953,1419,1168,1245,2637,7422,3416,2029,1676,2709,9830,1731,33,43.0,8.0
1907,156182,8054,9456,9036,8647,19669,54862,23003,11561,9580,15579,59723,10296,35,38.0,7.0
1908,68364,2869,3069,2887,3346,8354,20525,9539,5321,4978,8970,28808,6563,30,42.0,10.0
1909,27463,1114,1132,1182,1200,2848,7476,3535,2225,2429,4615,12804,2908,27,47.0,11.0
1910,14370,595,617,881,852,1602,4547,1673,1032,1199,1848,5752,1405,32,40.0,10.0
1911,10753,311,436,574,440,1098,2859,1216,769,1019,1883,4887,1213,27,45.0,11.0
1912,97038,5386,6517,5668,4961,11282,33814,14075,6660,6691,10157,37583,6839,35,39.0,7.0
1913,56589,2703,3615,3454,3279,6606,19657,7693,4121,3626,6274,21714,4210,35,38.0,7.0
1914,103374,5006,10390,7732,6133,11300,40561,11205,6311,6457,10337,34310,7656,39,33.0,7.0
1915,332766,18611,35575,32092,24685,38787,149750,37802,18454,15554,21713,93523,14899,45,28.0,4.0
1916,25247,1130,1260,1330,1300,3260,8280,4249,2036,1788,2526,10599,1372,33,42.0,5.0
1917,35412,1348,1609,1836,1955,4410,11158,5121,3075,3066,4429,15691,2390,32,44.0,7.0
1918,164118,7731,9188,9075,9076,20678,55748,24982,12820,9881,16458,64141,11458,34,39.0,7.0
1919,41766,2216,2059,1648,2181,5204,13308,6326,3272,3017,4596,17211,3465,32,41.0,8.0
1920,59350,2780,3618,3481,3292,7307,20478,7868,4096,3928,5769,21661,4088,35,36.0,7.0
1921,300865,15373,21555,27747,26579,43383,134637,37617,17888,16623,21308,93436,13717,45,31.0,5.0
1922,54032,2704,3563,3323,2984,5857,18431,7016,4325,3670,5582,20593,3960,34,38.0,7.0
1923,368362,21257,24897,24259,23054,45723,139190,50699,25636,21504,31567,129406,22971,38,35.0,6.0
1924,63866,3281,4001,3478,3647,8384,22791,9407,4635,4348,6152,24542,3775,36,38.0,6.0
1925,214049,10711,12986,13580,12907,28311,78495,31455,14417,13487,19505,78864,13223,37,37.0,6.0
1926,11601,507,659,630,614,1233,3643,1834,1069,744,1295,4942,858,31,43.0,7.0
1927,8607,459,507,370,438,939,2713,1124,632,590,1127,3473,833,32,40.0,10.0
1928,58503,2981,3853,3167,3310,7528,20839,9446,4307,3986,5595,23334,3586,36,40.0,6.0
1929,21059,969,1247,1455,1407,3014,8092,2817,1658,1396,1816,7687,1278,38,37.0,6.0
1930,517197,31567,38450,37732,33044,65856,206649,70971,34235,29402,42524,177132,30632,40,34.0,6.0
1931,52300,2619,3168,3083,2729,5726,17325,7350,3759,3941,5673,20723,4252,33,40.0,8.0
1932,128753,6884,8335,9699,10343,17601,52862,16138,7329,6197,9116,38780,5714,41,30.0,4.0
1933,59854,2580,2981,3258,3061,6781,18661,8339,4553,4625,8230,25747,5964,31,43.0,10.0
1934,112156,4552,5375,5382,5947,12980,34236,14707,8494,7737,15648,46586,12066,31,42.0,11.0
1935,24262,1710,1540,1492,1362,2684,8788,3243,1785,1892,2491,9411,1928,36,39.0,8.0
1936,52571,2422,3260,4934,4824,7307,22747,6274,2928,2537,2969,14708,1587,43,28.0,3.0
1937,5507,278,256,297,257,835,1923,962,341,309,592,2204,375,35,40.0,7.0
1938,169798,8726,10107,9762,9781,22579,60955,26455,12378,9426,15335,63594,9931,36,37.0,6.0
1939,41725,3467,5093,2464,2398,4179,17601,4655,2366,2981,4747,14749,2926,42,35.0,7.0
1940,186308,9503,10541,10601,11463,27442,69550,27994,11552,10558,14755,64859,8306,37,35.0,4.0
1941,9776,477,471,677,472,1129,3226,1322,971,659,1165,4117,829,33,42.0,8.0
1942,59805,2984,3788,3784,3587,7489,21632,8082,4283,3289,5428,21082,3764,36,35.0,6.0
1943,57934,2828,3417,3344,3284,6473,19346,7803,4568,3959,6091,22421,4658,33,39.0,8.0
1944,80504,3762,4444,4354,4268,10657,27485,12836,6131,5511,8219,32697,4914,34,41.0,6.0
1945,45069,2223,2419,2583,2444,5774,15443,6475,3569,2970,4983,17997,3538,34,40.0,8.0
1946,34160,1258,1649,1692,1854,3362,9815,4053,2509,2714,5420,14696,3972,29,43.0,12.0
1947,21347,1332,1423,1070,1089,2523,7437,2887,1521,1680,2622,8710,1782,35,41.0,8.0
1948,23227,1212,1168,1337,1046,2371,7134,3145,1887,1951,2893,9876,1991,31,43.0,9.0
1949,1034290,51773,69096,87205,85629,156161,449864,141259,61303,49322,65456,317340,41711,43,31.0,4.0
1950,15155,788,714,808,769,1597,4676,2073,1112,1260,2026,6471,1560,31,43.0,10.0
1951,27445,1286,1656,1452,1268,3284,8946,3845,1930,1967,3086,10828,2078,33,39.0,8.0
1952,94191,4020,4328,4839,5424,10893,29504,11931,6348,6128,11840,36247,10554,31,38.0,11.0
1953,94125,5076,5913,5420,5097,11240,32746,13456,6936,6492,9533,36417,6338,35,39.0,7.0
1954,219866,11692,21123,14954,14665,27905,90339,28069,15005,13216,21396,77686,14295,41,35.0,7.0
1955,20426,877,1089,1127,914,1942,5949,2780,1823,1636,2732,8971,2112,29,44.0,10.0
1956,192685,12299,35684,21237,14463,19059,102742,16005,7814,6541,9699,40059,6743,53,21.0,3.0
1957,141812,11993,17432,9779,7958,16616,63778,18566,8714,8515,10997,46792,6384,45,33.0,5.0
1958,12803,461,731,665,649,1264,3770,1579,983,1248,2047,5857,1389,29,46.0,11.0
1959,39546,2139,2948,2654,2735,4489,14965,5249,2860,2412,3654,14175,2518,38,36.0,6.0
1960,57630,2855,2955,2950,3326,7578,19664,8407,4538,3721,6215,22881,3758,34,40.0,7.0
1961,13506,550,536,692,670,1314,3762,1785,979,1169,2122,6055,1361,28,45.0,10.0
1962,39240,1885,2193,2151,1928,4930,13087,5618,3054,2944,4190,15806,2848,33,40.0,7.0
