,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,t1,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,t2,Total; Estimate; AGE - 75 years and over,Percent Population with age between 16 and 44,Percent Population with age between 45 and 74,Percent Population with age between 75 and over
1049,51667,3111,3811,3118,3240,6418,19698,7106,3442,3038,4270,17856,2855,38,35.0,6.0
1050,23064,867,1406,1356,1355,2976,7960,3259,1696,1583,2400,8938,1458,35,39.0,6.0
1051,163987,7688,9950,12280,11930,21407,63255,22521,11521,9689,12920,56651,8636,39,35.0,5.0
1052,15690,848,1142,804,824,1976,5594,2308,1173,1169,1574,6224,957,36,40.0,6.0
1053,31424,1644,2082,1976,1768,3847,11317,4276,1992,1997,3100,11365,2090,36,36.0,7.0
1054,14102,693,782,776,856,1705,4812,1958,1372,808,1338,5476,1047,34,39.0,7.0
1055,59901,2877,3676,3725,3749,7934,21961,8484,4083,3886,5564,22017,3549,37,37.0,6.0
1056,15844,681,921,907,895,2021,5425,2252,1198,1063,1650,6163,972,34,39.0,6.0
1057,6717,362,216,474,403,780,2235,1126,538,468,718,2850,436,33,42.0,6.0
1058,10648,425,626,709,618,1317,3695,1582,887,695,1023,4187,703,35,39.0,7.0
1059,23011,1124,1196,1327,1431,2917,7995,3232,1980,1514,2503,9229,1481,35,40.0,6.0
1060,13565,690,760,781,745,1700,4676,1996,1085,881,1388,5350,942,34,39.0,7.0
1061,24413,1298,1321,1462,1366,3026,8473,3629,1642,1552,2454,9277,1712,35,38.0,7.0
1062,9288,400,438,480,429,1080,2827,1367,822,698,1144,4031,723,30,43.0,8.0
1063,26847,1344,1561,1564,1583,3254,9306,3553,2101,1583,2705,9942,1968,35,37.0,7.0
1064,8268,259,433,422,473,1002,2589,1306,600,753,1172,3831,819,31,46.0,10.0
1065,65285,2961,3642,3774,4013,7853,22243,8634,5057,4495,6844,25030,5300,34,38.0,8.0
1066,17748,1059,997,1144,1186,2566,6952,2542,1147,1084,1645,6418,920,39,36.0,5.0
1067,9361,367,492,477,511,1099,2946,1315,732,593,1042,3682,707,31,39.0,8.0
1068,88376,6859,10978,5458,5266,10960,39521,10805,5176,4765,6920,27666,4470,45,31.0,5.0
1069,12783,606,761,739,691,1663,4460,1914,1117,713,1209,4953,759,35,39.0,6.0
1070,19335,903,1072,1065,1128,2620,6788,2823,1389,1074,1754,7040,1284,35,36.0,7.0
1071,31177,1423,1578,1651,1732,3705,10089,4284,2332,2319,3792,12727,2818,32,41.0,9.0
1072,12175,458,904,788,1028,1768,4946,1683,760,803,1049,4295,668,41,35.0,5.0
1073,17167,848,1072,946,960,2024,5850,2368,1350,1125,1704,6547,1212,34,38.0,7.0
1074,28452,1488,1673,1910,1929,3772,10772,4159,2312,1450,2310,10231,1393,38,36.0,5.0
1075,6381,298,290,459,319,654,2020,1038,506,382,813,2739,497,32,43.0,8.0
1076,21378,1029,1223,1073,1245,2442,7012,3178,1641,1585,2250,8654,1530,33,40.0,7.0
1077,9990,459,537,558,562,1199,3315,1391,697,713,1022,3823,783,33,38.0,8.0
1078,10645,433,605,574,588,1248,3448,1523,906,635,1130,4194,810,32,39.0,8.0
1079,27550,1454,1687,1724,1626,3778,10269,3990,1684,1716,2497,9887,1638,37,36.0,6.0
1080,13281,555,730,1053,953,1874,5165,1903,903,1137,1202,5145,809,39,39.0,6.0
1081,31153,1992,1900,1757,1817,3857,11323,4282,2136,2077,3306,11801,2320,36,38.0,7.0
1082,45131,2218,2760,2808,2759,5699,16244,6537,3358,2715,3925,16535,2433,36,37.0,5.0
1083,7061,331,447,371,378,852,2379,1040,453,540,682,2715,494,34,38.0,7.0
1084,24062,1119,1384,1332,1478,2895,8208,3172,1785,1600,2455,9012,1769,34,37.0,7.0
1085,64633,3780,3440,2938,3539,9750,23447,10837,4460,3527,5168,23992,2560,36,37.0,4.0
1086,10686,510,548,599,546,1282,3485,1454,787,850,1142,4233,741,33,40.0,7.0
1087,4497,229,372,173,333,620,1727,467,425,333,414,1639,330,38,36.0,7.0
1088,14530,682,887,884,811,1787,5051,2271,1336,815,1346,5768,805,35,40.0,6.0
1089,27329,1307,1541,1718,1673,3497,9736,4051,2061,2028,2505,10645,1610,36,39.0,6.0
1090,61586,2950,3859,3494,3578,7948,21829,8832,5140,3998,6253,24223,4039,35,39.0,7.0
1091,12349,563,766,759,767,1658,4513,1775,897,748,1113,4533,641,37,37.0,5.0
1092,63974,2929,3670,3818,3702,7833,21952,8996,4543,4338,6794,24671,4714,34,39.0,7.0
1093,2161,135,113,105,94,226,673,343,174,125,284,926,192,31,43.0,9.0
1094,16815,819,944,975,917,2123,5778,2559,1173,1193,1740,6665,1114,34,40.0,7.0
1095,24392,2407,3885,1526,1176,2554,11548,2879,1374,1230,1862,7345,1319,47,30.0,5.0
1096,17731,740,954,1000,948,2039,5681,2601,1198,1324,1923,7046,1433,32,40.0,8.0
1097,52322,2988,3371,3228,3663,7907,21157,7263,3456,2610,3722,17051,2104,40,33.0,4.0
1098,45831,2261,2787,2778,2955,6079,16860,6677,3138,2853,4177,16845,2395,37,37.0,5.0
1099,17881,685,1192,1084,1047,2363,6371,2417,1257,1150,1659,6483,1125,36,36.0,6.0
1100,18012,965,928,927,1137,2552,6509,3031,1761,870,1498,7160,786,36,40.0,4.0
1101,25406,1874,2023,1597,1415,2665,9574,3153,1792,1548,2433,8926,1909,38,35.0,8.0
1102,12377,608,728,756,798,1424,4314,1620,922,618,1139,4299,798,35,35.0,6.0
1103,14286,697,628,627,612,1761,4325,2003,953,1117,1980,6053,1174,30,42.0,8.0
1104,8697,511,468,439,456,1105,2979,1294,704,567,947,3512,532,34,40.0,6.0
1105,14915,996,1508,980,835,1722,6041,1826,1097,991,1386,5300,885,41,36.0,6.0
1106,123824,9719,14137,8700,7780,15019,55355,14688,7242,6369,9084,37383,6031,45,30.0,5.0
1107,11999,665,834,627,369,1652,4147,1708,770,810,1133,4421,914,35,37.0,8.0
1108,20692,924,1246,1173,1119,2393,6855,2808,1671,1357,2352,8188,1573,33,40.0,8.0
1109,13180,646,782,809,797,1630,4664,1720,990,926,1259,4895,935,35,37.0,7.0
1110,36027,2253,2880,2187,1962,4099,13381,4694,2155,2450,3363,12662,2240,37,35.0,6.0
1111,7251,319,373,378,334,955,2359,1015,566,471,800,2852,526,33,39.0,7.0
1112,25817,1344,1454,1230,1457,3171,8656,3812,2040,1860,2717,10429,1552,34,40.0,6.0
1113,62607,3250,4331,4163,3939,7295,22978,8137,4521,3340,5080,21078,3718,37,34.0,6.0
1114,25667,1085,1530,1769,1995,3760,10139,3724,1734,1270,2262,8990,1384,40,35.0,5.0
1115,119129,6791,6946,7924,8680,17334,47675,16534,7460,5927,8196,38117,4603,40,32.0,4.0
1116,22881,1311,1465,1374,1345,2864,8359,3132,1646,1582,2208,8568,1421,37,37.0,6.0
1117,41095,1952,2529,2854,2690,5008,15033,5568,2647,2628,3701,14544,2767,37,35.0,7.0
1118,36598,1979,2315,2348,2467,4679,13788,4766,2254,2350,3252,12622,2186,38,34.0,6.0
1119,13806,580,864,868,771,1428,4511,1905,936,1041,1405,5287,1260,33,38.0,9.0
1120,125698,6598,8915,9736,9722,16224,51195,15446,7277,7156,9467,39346,7030,41,31.0,6.0
1121,251069,12693,16641,18357,17201,29752,94644,30625,17022,15898,22056,85601,16679,38,34.0,7.0
1122,198753,9979,13870,15129,13689,23671,76338,24984,13961,11566,16150,66661,11568,38,34.0,6.0
1123,10000,474,644,678,594,1166,3556,1326,720,597,1064,3707,659,36,37.0,7.0
1124,6806,527,276,370,347,778,2298,1005,569,586,619,2779,444,34,41.0,7.0
1125,10044,438,750,696,800,1180,3864,1160,628,795,906,3489,687,38,35.0,7.0
1126,16296,844,920,1313,1029,2191,6297,2245,1190,997,1637,6069,1326,39,37.0,8.0
1127,20211,923,1433,1389,1266,2423,7434,2479,1458,1286,1841,7064,1421,37,35.0,7.0
1128,27164,1245,1654,1553,1741,3213,9406,3596,1930,1805,2680,10011,1804,35,37.0,7.0
1129,446167,26863,49442,34312,32222,51502,194341,51624,29034,23941,34302,138901,22907,44,31.0,5.0
1130,7318,332,933,782,449,847,3343,844,528,419,582,2373,368,46,32.0,5.0
1131,19553,1031,1094,1291,1270,2323,7009,2987,1540,1571,2035,8133,1098,36,42.0,6.0
1132,33750,2144,2259,2204,2276,3795,12678,4455,2000,2032,2809,11296,2101,38,33.0,6.0
1133,20388,677,1434,1281,1214,2266,6872,2539,1516,1175,1932,7162,1565,34,35.0,8.0
1134,22305,933,1376,1711,1861,3325,9206,3027,1341,1309,1953,7630,1161,41,34.0,5.0
1135,73346,4010,4972,4917,4672,8450,27021,9719,4807,4610,5833,24969,4236,37,34.0,6.0
1136,33122,1608,2321,2482,2450,4168,13029,4773,2147,2211,2775,11906,1980,39,36.0,6.0
1137,15952,533,965,1143,985,1924,5550,2060,1103,986,1691,5840,1320,35,37.0,8.0
1138,437038,19166,27263,32702,31732,54048,164911,58510,31686,28254,39921,158371,28424,38,36.0,7.0
1139,31405,1658,1868,1969,1986,3654,11135,4084,2084,2046,2712,10926,2182,35,35.0,7.0
1140,238230,12449,17809,21316,18668,30650,100892,29912,15213,13575,16468,75168,11549,42,32.0,5.0
1141,98112,4930,6515,7255,6673,11731,37104,13837,6606,5695,8159,34297,5758,38,35.0,6.0
1142,14930,778,978,1046,1048,1854,5704,1872,860,968,1426,5126,959,38,34.0,6.0
1143,47536,4043,9371,3281,2837,4438,23970,4527,2250,2342,3324,12443,2669,50,26.0,6.0
1144,137096,7512,7986,9524,10167,19036,54225,18272,8296,7539,10678,44785,6018,40,33.0,4.0
1145,11616,668,735,985,883,1445,4716,1456,671,721,885,3733,645,41,32.0,6.0
1146,26290,1373,1667,1542,1508,2916,9006,3310,1893,1801,2557,9561,1963,34,36.0,7.0
1147,39051,2761,4714,2305,2103,3871,15754,4377,2223,2273,3546,12419,2460,40,32.0,6.0
1148,388182,17643,28140,37393,34469,49797,167442,48919,26374,24609,30230,130132,19779,43,34.0,5.0
1149,156433,9107,11792,11544,10466,19138,62047,19125,9599,9195,12061,49980,9210,40,32.0,6.0
1150,23394,1214,1432,1620,1659,2881,8806,3429,1620,1242,1617,7908,1165,38,34.0,5.0
1151,22271,909,1382,1224,1274,2458,7247,3006,1621,1674,2426,8727,1733,33,39.0,8.0
1152,132080,7275,8811,8478,8642,15906,49112,17002,8955,7804,11471,45232,8545,37,34.0,6.0
1153,8723,388,655,392,480,1059,2974,1108,666,535,882,3191,668,34,37.0,8.0
1154,20619,1152,1253,1438,1265,2470,7578,2604,1626,1140,1939,7309,1391,37,35.0,7.0
1155,24145,1127,1350,1396,1454,2616,7943,3161,1526,1710,2818,9215,1814,33,38.0,8.0
1156,45067,2015,2935,3870,3717,5949,18486,5551,3152,2142,2954,13799,1675,41,31.0,4.0
1157,52728,2887,3380,3306,3409,6813,19795,7820,4205,3031,3821,18877,2406,38,36.0,5.0
1158,10509,442,721,727,491,1385,3766,1267,558,944,1090,3859,750,36,37.0,7.0
1159,21485,983,1486,1433,1387,2291,7580,3097,1403,1617,1892,8009,1412,35,37.0,7.0
1160,43565,2345,2963,3028,2863,5194,16393,6222,3301,2565,3415,15503,2090,38,36.0,5.0
1161,83580,4337,5284,5248,5117,9290,29276,10723,5634,5045,7252,28654,5339,35,34.0,6.0
1162,53609,2608,3592,3783,3455,6723,20161,7289,3978,3163,4463,18893,2799,38,35.0,5.0
1163,52578,2671,3468,3760,3214,6314,19427,7068,3589,3344,4583,18584,3246,37,35.0,6.0
1164,249201,12200,13599,13667,15256,31695,86417,35411,17921,16859,23780,93971,14519,35,38.0,6.0
1165,128850,7596,9696,9975,8792,15503,51562,15631,8351,7655,10577,42214,6506,40,33.0,5.0
1166,4771,274,214,234,190,506,1418,549,438,306,639,1932,405,30,40.0,8.0
1167,113067,5945,7764,8326,8047,13686,43768,15213,7267,6569,8784,37833,5827,39,33.0,5.0
1168,22537,1195,1338,1295,1263,2514,7605,2825,1662,1735,2499,8721,1793,34,39.0,8.0
1169,59841,3160,3618,3815,3826,7361,21780,8074,4637,3029,4736,20476,3815,36,34.0,6.0
1170,51906,2586,6008,5101,4147,6487,24329,5112,2486,2155,3463,13216,2173,47,25.0,4.0
1171,46449,2381,2863,2804,2740,5669,16457,5951,2791,3691,4658,17091,3145,35,37.0,7.0
1172,40043,2042,2471,2573,2327,4472,13885,5330,2753,2645,4050,14778,3325,35,37.0,8.0
1173,25518,1051,1752,1995,2041,3029,9868,3481,1618,1681,1892,8672,1311,39,34.0,5.0
1174,11274,605,596,656,762,1356,3975,1434,740,721,1143,4038,919,35,36.0,8.0
1175,15376,1650,973,632,1128,2113,6496,2417,1160,1022,1366,5965,661,42,39.0,4.0
1176,14631,729,962,920,932,1974,5517,1971,1099,860,1555,5485,939,38,37.0,6.0
1177,107317,5396,6610,6454,6610,13067,38137,15557,8274,6746,10106,40683,7437,36,38.0,7.0
1178,68840,3298,3763,3374,3322,7434,21191,9976,6055,5315,8413,29759,6725,31,43.0,10.0
1179,289173,14349,18387,19018,18629,35657,106040,43088,22678,19506,28093,113365,20428,37,39.0,7.0
1180,30177,1665,2094,1701,1503,3045,10008,4217,2469,2471,3653,12810,2447,33,42.0,8.0
1181,54468,2279,2761,2926,2949,5853,16768,7780,4660,4782,7372,24594,4786,31,45.0,9.0
1182,121289,5850,7354,6726,6874,14104,40908,18115,9778,9271,12702,49866,9364,34,41.0,8.0
1183,39700,1532,1928,1940,2170,4474,12044,5471,3506,3166,5274,17417,3828,30,44.0,10.0
1184,34021,1350,1602,1563,1543,3564,9622,4722,2653,3212,5187,15774,3574,28,46.0,11.0
1185,57230,2653,2847,2819,2871,6488,17678,8666,5069,4702,6615,25052,4710,31,44.0,8.0
1186,152284,9092,11520,10976,9023,17107,57718,21666,11819,10692,14604,58781,11060,38,39.0,7.0
1187,16960,802,721,686,738,1747,4694,2498,1503,1597,2546,8144,1618,28,48.0,10.0
1188,35149,1399,1835,1857,1999,3980,11070,5245,3323,2445,4178,15191,2848,31,43.0,8.0
1189,50994,2251,2483,2691,2639,6054,16118,7925,4435,3786,6023,22169,3898,32,43.0,8.0
1190,39280,1799,2045,2051,2055,4618,12568,5509,3449,3131,5038,17127,2925,32,44.0,7.0
1191,31822,1469,1664,1463,1594,3346,9536,4446,2628,2741,4289,14104,2929,30,44.0,9.0
1192,201454,9511,11133,11295,11686,23466,67091,30531,16849,15083,21833,84296,15628,33,42.0,8.0
1193,72591,4594,6254,4547,4400,8240,28035,9672,5319,4289,7561,26841,6461,39,37.0,9.0
1194,564600,26691,37560,39554,40326,73829,217960,83194,39313,33409,47287,203203,30394,39,36.0,5.0
1195,828637,42998,53772,58844,56003,100666,312283,112501,58837,52975,72384,296697,61053,38,36.0,7.0
1196,90824,5123,5451,4765,4858,10895,31092,15758,6840,5771,7531,35900,4851,34,40.0,5.0
1197,32785,1679,1980,1940,1950,4018,11567,4710,2721,1815,2944,12190,2118,35,37.0,6.0
1198,167319,9718,10153,9077,8885,19215,57048,28135,13171,10663,15370,67339,10697,34,40.0,6.0
1199,102416,4871,6302,6378,6121,12613,36285,15725,8063,6321,9145,39254,5603,35,38.0,5.0
1200,156021,9034,10237,9835,9845,20938,59889,25781,10855,8311,11117,56064,6636,38,36.0,4.0
1201,32386,1299,1883,1990,1847,3366,10385,4529,2506,2387,3689,13111,2817,32,40.0,9.0
1202,246105,13581,15017,14632,15666,32028,90924,39005,18009,14011,19379,90404,13491,37,37.0,5.0
1203,29516,1544,1757,1582,1531,3350,9764,4210,2263,2316,3546,12335,2580,33,42.0,9.0
1204,250132,13037,15301,15090,15614,30601,89643,38639,18792,15927,22504,95862,14864,36,38.0,6.0
1205,312495,16537,18100,18252,20379,43527,116795,48968,21910,18070,24638,113586,14594,37,36.0,5.0
1206,19666,1341,1521,1040,1023,1608,6533,2350,1691,1279,2750,8070,2191,33,41.0,11.0
1207,1039198,49233,59526,65237,71909,144056,389961,150955,71836,62749,82787,368327,63925,38,35.0,6.0
1208,905161,49740,66433,69200,65814,122972,374159,130192,59614,52907,67505,310218,39025,41,34.0,4.0
1209,49071,2488,2612,2406,2515,5509,15530,7999,3958,3312,5403,20672,3350,32,42.0,7.0
1210,110979,6263,7382,7933,7259,14120,42957,16967,7769,5799,7905,38440,5279,39,35.0,5.0
1211,25801,1856,3053,1913,1574,3051,11447,3195,1767,1612,2279,8853,1679,44,34.0,7.0
1212,37461,1550,1705,1770,1909,3656,10590,4863,3011,2795,5492,16161,4581,28,43.0,12.0
1213,149546,6936,9260,9874,9311,18933,54314,22260,10390,9157,13316,55123,10675,36,37.0,7.0
1214,102014,7581,10513,6340,5777,11211,41422,12721,6633,6262,8799,34415,6216,41,34.0,6.0
1215,51559,2125,2474,2663,2289,5053,14604,7290,3980,4146,7621,23037,5888,28,45.0,11.0
1216,619796,29612,47747,62299,53244,74938,267840,78607,40431,36451,45912,201401,33353,43,32.0,5.0
1217,213900,8822,10909,9577,9172,19160,57640,29267,17249,19816,33654,99986,27206,27,47.0,13.0
1218,127751,7174,8361,6571,6713,13441,42260,18279,10554,9889,15176,53898,12274,33,42.0,10.0
1219,557016,28996,37904,35408,34049,69334,205691,84181,40272,35029,49891,209373,39253,37,38.0,7.0
1220,17275,912,730,894,941,2011,5488,2375,1397,1450,2327,7549,1332,32,44.0,8.0
1221,775860,42148,51580,47225,46454,93446,280853,115574,58104,49793,69344,292815,54348,36,38.0,7.0
1222,70926,3004,3842,4114,4280,8202,23442,10086,6407,5988,8486,30967,5299,33,44.0,7.0
1223,469188,27657,35525,31171,28866,53828,177047,64387,32990,29780,40871,168028,32916,38,36.0,7.0
1224,161197,17129,23923,8798,8260,15942,74052,19917,11208,10296,14602,56023,10047,46,35.0,6.0
1225,1582857,84845,108647,122673,118624,208571,643360,227821,108883,91818,126784,555306,101369,41,35.0,6.0
1226,10912,459,524,745,951,1520,4199,1689,743,678,964,4074,641,38,37.0,6.0
1227,694389,36610,42157,43335,43878,87655,253635,105052,50149,44274,59949,259424,50924,37,37.0,7.0
1228,509114,27620,31138,26614,27017,60442,172831,79731,38332,35095,50368,203526,34436,34,40.0,7.0
1229,780685,46909,78412,101545,77117,100200,404183,89599,42356,37230,49528,218713,38779,52,28.0,5.0
1230,818249,47189,56514,51786,50300,101204,306993,125076,60839,51098,67444,304457,51539,38,37.0,6.0
1231,10413,373,363,312,334,773,2155,1372,1014,1053,2085,5524,1567,21,53.0,15.0
1232,9254,339,513,505,493,1001,2851,1286,720,944,1261,4211,921,31,46.0,10.0
1233,114145,5937,6585,6402,6741,13665,39330,16411,8804,7406,10532,43153,6779,34,38.0,6.0
1234,28730,1300,1548,1427,1475,3059,8809,4018,2606,2194,3431,12249,2895,31,43.0,10.0
1235,23133,964,1094,915,1038,2196,6207,3185,1818,2162,3472,10637,2466,27,46.0,11.0
1236,15238,688,750,726,752,1531,4447,2102,1341,1402,2089,6934,1448,29,46.0,10.0
1237,8580,331,639,644,553,953,3120,1119,604,661,1001,3385,711,36,39.0,8.0
1238,59607,2970,3213,3015,3405,6898,19501,8751,4495,4578,6189,24013,4164,33,40.0,7.0
1239,105350,4732,6434,6405,6110,12140,35821,14433,8383,7543,11054,41413,8703,34,39.0,8.0
1240,17462,776,834,756,862,1765,4993,2425,1431,1502,2512,7870,1757,29,45.0,10.0
1241,154948,7739,9566,8813,8777,17675,52570,20990,11851,10563,15930,59334,12574,34,38.0,8.0
1242,43543,2125,2319,2490,2631,5119,14684,5936,3476,2887,4380,16679,3112,34,38.0,7.0
1243,134327,7100,8845,8112,7915,15977,47949,17986,9631,8983,12522,49122,9722,36,37.0,7.0
1244,51397,2795,2837,2512,2528,5778,16450,7544,4019,4007,6232,21802,3727,32,42.0,7.0
1245,26160,1184,1295,1233,1281,2569,7562,3725,2192,2308,3437,11662,2378,29,45.0,9.0
1246,25475,1140,1279,1118,1131,2549,7217,3500,2100,2385,3816,11801,2623,28,46.0,10.0
1247,38023,2127,3590,2394,2289,4809,15209,5239,2757,2317,3643,13956,2699,40,37.0,7.0
1248,30597,1298,1639,1622,1477,3177,9213,4090,2414,2658,4083,13245,2791,30,43.0,9.0
1249,77321,4174,5223,4376,4446,9378,27597,11454,5881,4951,7111,29397,4876,36,38.0,6.0
1250,13821,616,684,581,643,1252,3776,2083,1301,1120,1948,6452,1368,27,47.0,10.0
1251,36395,1671,1815,1733,1872,3814,10905,4911,3121,2980,4393,15405,3618,30,42.0,10.0
1252,25694,1225,1400,1271,1414,2646,7956,3660,2180,2045,2915,10800,2503,31,42.0,10.0
1253,108586,5711,7062,6858,6503,12785,38919,14984,8186,7752,11094,42016,7264,36,39.0,7.0
1254,32978,1679,1770,1822,1776,3674,10721,4437,2791,2604,3908,13740,2743,33,42.0,8.0
1255,410881,21826,27130,24560,23302,49421,146239,57236,30616,26903,37727,152482,28464,36,37.0,7.0
1256,25324,1186,1200,1152,1083,2448,7069,3373,2157,2091,3780,11401,2651,28,45.0,10.0
1257,15577,682,992,860,823,1709,5066,2136,1279,1254,2040,6709,1722,33,43.0,11.0
1258,91222,4051,5095,5716,6069,10606,31537,12818,7160,6807,9453,36238,6749,35,40.0,7.0
1259,41319,2432,3409,2728,2622,5108,16299,5636,2833,2428,3568,14465,3166,39,35.0,8.0
1260,45909,2673,3036,2432,2382,5046,15569,6174,3599,3354,4786,17913,3458,34,39.0,8.0
1261,36333,3208,5437,1908,1846,3377,15776,3770,2171,2208,3306,11455,2608,43,32.0,7.0
1262,31750,1473,1610,1435,1526,3104,9148,4377,2695,2604,4071,13747,3494,29,43.0,11.0
1263,286185,23466,40004,21319,18281,31269,134339,32102,17377,15972,21293,86744,14182,47,30.0,5.0
1264,64147,3623,4266,3886,4167,8675,24617,9258,4331,4206,5330,23125,3340,38,36.0,5.0
1265,25317,957,1185,1061,1110,2246,6559,3308,2304,2216,4126,11954,3075,26,47.0,12.0
1266,11291,420,450,414,497,992,2773,1444,1184,1012,1726,5366,1536,25,48.0,14.0
1267,70572,7719,14106,5063,3685,6581,37154,7169,3733,3637,4657,19196,3371,53,27.0,5.0
1268,158989,8529,10625,9855,9224,18985,57218,22688,12423,10291,14894,60296,10933,36,38.0,7.0
1269,259830,15368,32180,17735,16441,29674,111398,30421,15553,15527,20428,81929,15495,43,32.0,6.0
1270,17358,789,860,952,907,2023,5531,2476,1425,1330,2074,7305,1294,32,42.0,7.0
1271,636376,34831,45784,51184,45815,78395,256009,82489,41790,36031,45100,205410,34697,40,32.0,5.0
1272,2136,57,104,60,62,232,515,225,165,238,416,1044,253,24,49.0,12.0
1273,11669,454,560,444,527,1113,3098,1490,1187,1055,1906,5638,1221,27,48.0,10.0
1274,88205,4703,5233,4348,4406,10254,28944,14219,7524,6377,8961,37081,5519,33,42.0,6.0
1275,21564,898,1052,866,928,1889,5633,2628,1863,2256,3444,10191,2579,26,47.0,12.0
1276,98585,5426,6679,5483,5598,11886,35072,13636,7361,6857,10095,37949,6945,36,38.0,7.0
1277,186946,10384,10848,9284,9844,22112,62472,31006,15362,13223,17863,77454,10577,33,41.0,6.0
1278,6406,284,393,328,434,901,2340,876,462,489,696,2523,619,37,39.0,10.0
1279,10836,466,502,473,486,1055,2982,1491,983,1025,1624,5123,1168,28,47.0,11.0
1280,864019,42313,54755,56865,52205,108356,314494,128371,64561,55666,77055,325653,60256,36,38.0,7.0
1281,24432,1076,1423,1293,1076,2410,7278,3293,2090,2176,3390,10949,2436,30,45.0,10.0
1282,67145,4094,7759,3966,3964,7082,26865,8127,4927,4934,6605,24593,4931,40,37.0,7.0
1283,28800,1247,1628,1482,1461,2968,8786,3735,2347,2419,3604,12105,2652,31,42.0,9.0
1284,43181,3851,5584,2588,1937,4076,18036,4915,2829,2804,4440,14988,3045,42,35.0,7.0
1285,23389,1064,1184,1054,1119,2449,6870,3334,2098,1990,2886,10308,2310,29,44.0,10.0
1286,83489,4394,5267,5023,4849,9866,29399,12186,6622,5105,7604,31517,6533,35,38.0,8.0
1287,14982,720,812,778,841,1536,4687,2059,1132,1106,1745,6042,1180,31,40.0,8.0
1288,149619,8000,9019,8419,8212,18022,51672,22280,11866,10861,14220,59227,10125,35,40.0,7.0
1289,62956,3062,3759,3654,3940,7548,21963,9097,4817,4065,5919,23898,4317,35,38.0,7.0
1290,9290,344,337,337,356,780,2154,1216,1045,872,1623,4756,1170,23,51.0,13.0
1291,172707,8757,11050,11039,10889,20689,62424,23108,13042,11225,15477,62852,11291,36,36.0,7.0
1292,47899,2385,2759,2695,2555,5215,15609,6745,3689,3566,5096,19096,3540,33,40.0,7.0
1293,1241860,62601,74370,77644,77656,158333,450604,185829,94815,81390,112677,474711,79800,36,38.0,6.0
1294,26317,1315,1574,1283,1320,2760,8252,3552,1869,2011,3102,10534,2105,31,40.0,8.0
1295,20979,893,1029,936,987,2102,5947,2728,2090,1668,2949,9435,2156,28,45.0,10.0
1296,6072,221,201,167,192,471,1252,871,599,688,1179,3337,843,21,55.0,14.0
1297,23221,1222,1219,1216,1209,2493,7359,3118,1826,1675,2636,9255,1932,32,40.0,8.0
1298,8304,361,386,355,346,694,2142,1049,845,721,1286,3901,891,26,47.0,11.0
1299,24247,1201,1456,1264,1179,2519,7619,3560,1973,1776,2788,10097,1990,31,42.0,8.0
1300,280243,20353,26402,16050,16708,32725,112238,35532,17118,15925,21843,90418,16689,40,32.0,6.0
1301,12854,535,524,405,503,1198,3165,1640,1121,1375,2055,6191,1712,25,48.0,13.0
1302,23934,868,945,914,952,1983,5662,3067,2181,2576,4332,12156,2969,24,51.0,12.0
1303,193803,11137,13843,12220,10580,21419,69199,25821,14425,13139,19157,72542,15094,36,37.0,8.0
1304,159761,8007,9560,8496,8508,18703,53274,24588,12793,11432,16131,64944,11351,33,41.0,7.0
1305,60890,3225,3553,3524,3639,7010,20951,7896,4164,4272,5877,22209,4312,34,36.0,7.0
1306,41535,2139,2191,2029,2091,4438,12888,5842,3448,3093,4694,17077,3598,31,41.0,9.0
